,Date(NZST),Pmsl(hPa),Pstn(hPa),Amount(mm),Period(min),daily_total_rainfall,daily_avg_duration,daily_min_duration,daily_max_duration,daily_median_duration,Rainfall(mm),Deficit(mm),Sunshine(Hrs),WindDir(DegT),Speed(m/s)_x,WindDir StdDev,WindSpd StdDev,Tmax(C),Tmin(C),Tgmin(C),Tmean(C),Twet(C),RH(%),Tdew(C),Dir(DegT),Speed(m/s)_y,Percent(%),soil_avg_moist,soil_min_moist,soil_max_moist,soil_median_moist
409,2020-12-09,1011.2,987.6,0.0,28.1,9.48,9.54255319148936,1.4,33.9,8.6,10.2,4.5,0.3,334,1.0,48,0.5,21.7,12.0,12.2,16.9,12.5,92.0,11.9,49,5.7,48.7,48.7,48.7,48.7,48.7
410,2020-12-11,1008.8,985.2,0.0,2877.9,10.38,72.02962962962962,0.8,2877.9,7.199999999999999,4.0,8.6,4.2,20,3.5,34,1.5,23.3,11.4,8.3,17.4,11.9,93.0,11.4,204,11.3,47.9,47.9,47.9,47.9,47.9
411,2020-12-12,1019.3,995.3,0.13,15.6,5.26,42.044117647058826,2.0,747.5,8.95,11.6,1.1,3.1,188,1.1,68,0.9,14.8,8.2,8.2,11.5,8.9,83.0,7.5,158,8.8,48.7,48.7,48.7,48.7,48.7
412,2020-12-13,1021.9,997.9,0.16,24.6,1.86,17.4,3.5,51.3,15.65,2.0,3.1,9.5,196,1.2,29,0.7,15.2,9.1,9.6,12.2,10.6,86.0,9.5,193,6.7,49.7,49.7,49.7,49.7,49.7
413,2020-12-20,1017.9,994.4,0.0,10672.4,1.94,487.88260869565215,2.3,10672.4,5.0,0.0,31.6,4.5,207,0.8,66,0.4,23.5,13.2,11.6,18.4,13.6,67.0,10.7,358,5.7,44.4,44.4,44.4,44.4,44.4
414,2020-12-21,1019.2,995.6,0.0,390.1,9.9,51.20384615384615,1.7,569.9,10.45,7.6,28.1,1.5,52,2.1,29,1.0,23.5,14.4,12.8,19.0,15.2,91.0,14.5,53,8.2,44.7,44.7,44.7,44.7,44.7
415,2020-12-22,1011.3,987.8,0.0,154.6,22.76,16.531428571428574,2.7,154.6,7.8,27.4,4.8,8.0,332,2.1,33,0.8,22.1,13.3,13.2,17.7,14.0,95.0,13.6,328,8.8,46.9,46.9,46.9,46.9,46.9
416,2020-12-23,1008.7,985.3,0.0,1434.4,27.69,35.43913043478261,1.2,1434.4,12.5,0.4,8.4,0.0,15,0.9,37,0.7,23.1,13.8,13.8,18.5,13.3,86.0,12.3,20,11.3,49.0,49.0,49.0,49.0,49.0
417,2020-12-24,994.4,971.4,1.14,9.6,13.41,20.129268292682926,0.2,559.9,4.0,36.6,0.0,6.3,35,3.8,26,1.3,16.8,14.0,12.6,15.4,13.9,84.0,12.7,175,10.8,54.2,54.2,54.2,54.2,54.2
418,2020-12-25,1010.0,986.5,0.0,852.5,6.6,107.34705882352942,1.9,852.5,11.3,4.8,0.0,4.9,127,1.4,34,0.6,20.8,9.3,6.6,15.1,10.8,67.0,7.8,224,6.7,50.2,50.2,50.2,50.2,50.2
419,2020-12-26,1012.4,988.6,0.0,1168.7,0.5,199.1,3.5,1168.7,4.35,5.4,0.0,5.6,222,0.9,29,0.5,18.8,6.9,4.7,12.9,9.8,87.0,8.7,220,8.8,49.5,49.5,49.5,49.5,49.5
420,2021-01-01,1018.2,994.7,0.0,8640.2,2.87,700.9923076923078,0.7,8640.2,8.8,0.0,23.8,7.5,64,0.8,75,0.4,25.9,10.8,7.6,18.4,14.0,74.0,11.9,37,5.1,44.9,44.9,44.9,44.9,44.9
421,2021-01-02,1012.9,989.4,0.09,17.0,2.71,51.81481481481482,0.5,956.0,4.4,5.0,22.8,2.5,327,1.3,20,0.5,23.9,14.8,14.6,19.4,14.6,92.0,14.0,27,9.3,44.9,44.9,44.9,44.9,44.9
422,2021-01-03,1015.3,991.7,0.0,191.7,0.02,42.86153846153847,1.5,217.3,17.95,6.8,19.9,1.4,47,3.4,24,1.1,20.4,11.1,10.0,15.8,12.7,85.0,11.5,29,8.8,45.6,45.6,45.6,45.6,45.6
423,2021-01-07,1008.5,985.3,0.0,4895.8,0.3,1028.74,1.3,4895.8,27.8,0.2,34.8,3.4,29,3.0,46,1.2,27.1,15.0,12.1,21.1,15.7,81.0,14.3,358,9.8,45.0,45.0,45.0,45.0,45.0
424,2021-01-08,1006.6,983.3,0.0,2031.6,-0.1,1045.8,60.0,2031.6,1045.8,0.0,38.8,5.1,317,0.5,61,0.4,23.9,10.0,6.8,17.0,14.0,83.0,12.7,208,8.8,44.9,44.9,44.9,44.9,44.9
425,2021-01-11,1018.2,994.6,0.0,3392.0,-0.8,1828.05,264.1,3392.0,1828.05,1.0,49.0,9.8,310,0.4,53,0.4,21.4,12.1,8.8,16.8,13.8,86.0,12.8,215,8.2,43.3,43.3,43.3,43.3,43.3
426,2021-01-17,999.6,976.4,0.0,8622.1,2.71,310.9387096774193,0.1,8622.1,1.8,2.0,70.8,3.1,31,1.6,30,1.0,29.0,14.6,12.7,21.8,14.1,89.0,13.3,46,11.8,38.2,38.2,38.2,38.2,38.2
427,2021-01-18,1003.5,980.0,-0.8,33.3,-8.41,34.60645161290322,1.0,389.1,3.6,30.8,44.0,1.1,298,0.9,35,0.4,21.1,10.2,9.9,15.7,10.8,87.0,9.8,21,10.3,43.2,43.2,43.2,43.2,43.2
428,2021-01-19,1000.9,977.5,-3.4,907.3,-6.999999999999999,40.59090909090909,0.6,907.3,2.0,8.6,39.3,1.3,19,2.2,44,1.0,16.1,10.6,8.9,13.4,11.6,85.0,10.5,60,13.4,48.9,48.9,48.9,48.9,48.9
429,2021-01-20,995.7,972.0,-1.0,43.8,-17.400000000000002,38.58,1.2,456.5,3.6,37.8,5.5,0.6,199,1.0,92,0.4,17.6,7.0,6.7,12.3,7.6,93.0,7.1,45,8.2,52.5,52.5,52.5,52.5,52.5
430,2021-01-21,996.8,973.2,-4.8,226.0,-22.4,21.938,0.8,226.0,3.75,42.2,0.0,0.0,101,0.7,40,0.4,11.2,7.7,7.8,9.5,8.6,97.0,8.4,176,5.1,53.1,53.1,53.1,53.1,53.1
431,2021-01-22,1011.2,987.5,-1.2,753.4,-1.2,753.4,753.4,753.4,753.4,18.2,0.0,3.5,331,0.8,27,0.4,13.1,8.7,9.2,10.9,11.3,89.0,10.5,186,6.7,51.6,51.6,51.6,51.6,51.6
432,2021-01-23,1012.5,989.0,0.0,2029.5,-1.0,1085.45,141.4,2029.5,1085.45,0.0,4.0,2.3,352,1.6,40,1.2,18.7,9.5,6.7,14.1,12.8,77.0,10.9,1,9.8,47.8,47.8,47.8,47.8,47.8
433,2021-01-28,1010.0,986.4,0.0,6530.7,4.800000000000001,442.48,2.0,6530.7,4.0,9.4,13.0,5.9,182,4.2,29,1.5,30.9,12.3,10.1,21.6,11.3,83.0,9.9,204,10.3,43.1,43.1,43.1,43.1,43.1
434,2021-02-09,1006.5,983.2,0.0,17248.3,3.71,264.3666666666667,0.5,17248.3,3.8,1.0,60.6,0.3,51,0.9,57,0.8,23.8,14.1,12.4,19.0,14.5,92.0,13.9,85,11.3,39.4,39.4,39.4,39.4,39.4
435,2021-02-10,1000.7,977.3,-1.4,31.2,8.59,12.775,1.0,237.1,2.8,58.0,6.7,6.8,193,0.9,46,0.4,19.9,11.3,10.4,15.6,12.0,88.0,11.1,256,12.4,54.2,54.2,54.2,54.2,54.2
436,2021-02-24,1017.6,994.2,0.0,20304.7,-4.0,10302.0,299.3,20304.7,10302.0,0.0,64.2,0.9,10,3.2,32,1.4,23.6,14.0,15.1,18.8,15.8,78.0,14.1,4,11.3,39.8,39.8,39.8,39.8,39.8
437,2021-02-25,1021.4,997.8,0.0,773.7,-0.2,496.2,123.6,773.7,591.3,4.8,63.5,0.9,226,0.4,22,0.3,20.4,15.5,15.6,18.0,15.6,94.0,15.2,43,5.1,41.8,41.8,41.8,41.8,41.8
438,2021-02-26,1023.0,999.4,-0.8,970.5,-4.2,262.0142857142857,1.4,970.5,3.2,5.0,62.6,5.8,182,0.2,4,0.2,23.4,15.8,15.8,19.6,16.0,95.0,15.7,4,6.7,41.9,41.9,41.9,41.9,41.9
439,2021-02-28,1017.0,993.5,0.0,2186.9,0.0,2186.9,2186.9,2186.9,2186.9,0.0,68.8,6.9,307,0.7,39,0.5,26.8,13.2,11.3,20.0,14.9,90.0,14.2,63,8.2,41.2,41.2,41.2,41.2,41.2
440,2021-03-01,1012.8,989.4,,1440.0,0.0,1440.0,1440.0,1440.0,1440.0,4.8,68.1,0.3,47,0.8,46,0.5,25.4,14.4,13.8,19.9,15.1,94.0,14.6,11,6.7,41.7,41.7,41.7,41.7,41.7
441,2021-03-02,1008.1,984.8,-5.0,1414.6,-6.2,323.38571428571424,1.2,1414.6,155.3,4.8,65.8,2.5,106,1.5,13,0.4,20.4,14.6,14.4,17.5,15.0,93.0,14.5,48,8.2,41.3,41.3,41.3,41.3,41.3
442,2021-03-03,1003.8,980.6,0.0,616.3,-0.5999999999999999,184.74,1.4,616.3,45.3,2.6,65.6,2.9,49,3.6,22,1.2,20.6,14.9,14.2,17.8,14.6,82.0,13.2,47,11.3,42.4,42.4,42.4,42.4,42.4
443,2021-03-04,1003.1,979.7,-0.6,863.9,0.0,145.47,0.6,863.9,3.5,2.2,65.9,4.3,126,0.8,43,0.6,20.0,11.8,9.4,15.9,12.2,90.0,11.4,194,5.7,42.3,42.3,42.3,42.3,42.3
444,2021-03-05,1001.8,978.1,0.0,1751.8,0.6000000000000001,125.06875,1.3,1751.8,4.45,2.8,65.6,4.7,353,0.6,32,0.3,18.5,8.2,5.6,13.4,8.7,98.0,8.5,2,11.8,42.4,42.4,42.4,42.4,42.4
445,2021-03-06,997.4,974.0,-1.2,17.8,7.2,26.530434782608697,0.6,670.6,3.25,30.6,37.4,7.4,30,0.5,25,0.4,18.9,8.6,6.9,13.8,11.0,95.0,10.6,46,11.3,45.6,45.6,45.6,45.6,45.6
446,2021-03-07,996.0,972.5,-5.0,488.0,-6.6,124.3818181818182,0.5,677.2,2.4,17.0,22.9,5.9,108,1.8,14,0.5,19.7,9.0,7.3,14.4,9.4,93.0,8.8,205,7.7,50.3,50.3,50.3,50.3,50.3
447,2021-03-08,1010.5,986.7,-0.8,763.0,-0.8,763.0,763.0,763.0,763.0,3.4,21.9,1.5,310,0.5,15,0.3,18.9,9.7,9.7,14.3,10.1,95.0,9.7,177,6.7,46.9,46.9,46.9,46.9,46.9
448,2021-03-09,1019.2,995.3,0.0,2265.9,0.0,2265.9,2265.9,2265.9,2265.9,0.0,24.4,1.7,261,0.5,27,0.5,15.5,10.4,9.7,13.0,11.1,92.0,10.4,286,4.1,46.0,46.0,46.0,46.0,46.0
449,2021-03-10,1010.1,986.5,-2.2,730.9,2.8,62.89,0.4,730.9,1.55,1.0,25.9,2.0,6,2.1,32,0.9,19.2,11.6,10.3,15.4,12.7,92.0,12.1,36,9.3,45.4,45.4,45.4,45.4,45.4
450,2021-03-11,1018.7,994.9,-0.8,346.8,-0.4,387.95,1.8,1201.2,174.4,10.6,17.7,7.4,121,1.9,15,0.5,21.2,11.4,9.2,16.3,11.8,91.0,11.1,76,5.1,47.4,47.4,47.4,47.4,47.4
451,2021-03-12,1027.4,1003.5,0.0,1353.6,0.4,339.325,0.3,1353.6,1.7,1.2,19.0,7.2,141,0.8,11,0.5,23.8,12.4,11.2,18.1,12.8,88.0,11.9,237,5.1,45.6,45.6,45.6,45.6,45.6
452,2021-03-15,1022.8,998.7,0.0,3884.2,18.55,63.02191780821917,0.9,3884.2,7.0,0.0,26.4,0.7,345,0.9,26,0.4,24.1,7.5,4.5,15.8,9.6,93.0,9.0,46,9.8,43.8,43.8,43.8,43.8,43.8
453,2021-03-16,1012.4,988.8,0.0,67.5,2.45,40.87894736842105,1.0,471.8,7.5,20.6,8.2,8.2,189,3.0,19,0.9,17.8,10.1,11.5,14.0,12.5,87.0,11.5,189,9.3,52.9,52.9,52.9,52.9,52.9
454,2021-03-27,1023.8,999.9,0.0,16191.1,3.11,918.4888888888888,5.9,16191.1,15.6,0.0,35.1,3.4,42,0.9,75,0.5,22.8,10.1,6.4,16.5,11.8,86.0,10.7,36,11.3,42.8,42.8,42.8,42.8,42.8
455,2021-03-28,1017.5,994.1,0.1,11.4,18.22,15.575,0.8,123.5,10.75,6.4,31.2,0.0,41,3.7,25,1.4,20.8,13.0,15.2,16.9,16.3,89.0,15.6,52,10.3,43.1,43.1,43.1,43.1,43.1
456,2021-03-29,1016.1,992.5,0.0,15.5,8.47,43.42857142857143,1.0,751.6,4.1,15.2,18.4,2.6,290,1.0,14,0.4,18.8,13.8,12.9,16.3,14.0,99.0,14.0,306,5.1,52.7,52.7,52.7,52.7,52.7
457,2021-03-31,1009.7,986.0,0.0,2791.2,10.9,107.56785714285714,0.7,2791.2,5.800000000000001,0.0,15.6,3.0,323,0.5,27,0.4,24.2,10.5,8.7,17.4,11.8,98.0,11.7,144,9.3,46.2,46.2,46.2,46.2,46.2
458,2021-04-02,1016.7,992.6,0.0,2138.4,4.2,93.725,1.2,2138.4,10.15,0.0,7.9,0.0,344,0.6,71,0.4,21.8,7.7,5.7,14.8,8.4,93.0,7.8,94,4.6,46.4,46.4,46.4,46.4,46.4
459,2021-04-03,1025.0,1000.5,0.0,1411.3,0.3,241.0,3.9,1411.3,7.65,4.2,4.9,7.4,123,1.5,46,0.7,14.5,5.5,3.2,10.0,5.9,94.0,5.4,2,6.2,46.5,46.5,46.5,46.5,46.5
460,2021-04-06,1022.5,998.6,0.0,3770.4,0.2,637.1,0.3,3770.4,1.7000000000000002,0.0,8.1,7.8,124,0.7,51,0.4,22.8,9.9,7.3,16.4,12.4,90.0,11.7,164,8.8,45.8,45.8,45.8,45.8,45.8
461,2021-04-08,1021.8,997.6,0.0,2864.0,0.1,1432.75,1.5,2864.0,1432.75,0.0,10.4,7.7,109,2.0,14,0.6,22.8,6.1,3.0,14.5,8.0,94.0,7.5,220,4.6,45.3,45.3,45.3,45.3,45.3
462,2021-04-09,1018.1,994.1,0.0,1905.3,0.89,241.75,1.6,1905.3,3.75,0.0,11.5,3.4,274,0.7,79,0.6,21.4,6.0,2.8,13.7,9.3,92.0,8.7,56,5.1,45.2,45.2,45.2,45.2,45.2
463,2021-04-10,1002.0,978.7,0.0,408.1,39.52,16.595412844036698,1.1,408.1,7.3,14.0,0.0,0.0,86,0.7,24,0.5,19.4,9.9,11.5,14.7,13.5,95.0,13.1,57,10.8,45.3,45.3,45.3,45.3,45.3
464,2021-04-11,1006.9,983.6,0.0,40.3,18.89,16.357142857142858,0.4,124.9,6.0,41.6,0.0,1.2,328,0.9,27,0.4,17.9,13.4,12.2,15.7,14.6,94.0,14.2,53,9.8,51.6,51.6,51.6,51.6,51.6
465,2021-04-12,1011.4,987.7,0.0,898.4,18.32,19.207291666666663,0.7,898.4,4.95,6.8,0.0,0.0,110,1.1,51,0.6,18.2,11.3,9.2,14.8,12.2,97.0,12.0,22,10.8,49.3,49.3,49.3,49.3,49.3
466,2021-04-13,1004.7,981.3,0.0,276.3,15.28,21.41111111111111,0.6,283.3,6.4,18.0,0.0,0.9,32,1.9,38,0.9,17.3,12.4,11.5,14.9,12.9,86.0,11.8,13,11.3,53.3,53.3,53.3,53.3,53.3
467,2021-04-15,1008.0,984.2,0.0,2516.6,0.5800000000000001,446.4,1.2,2516.6,15.45,0.0,1.1,1.8,263,0.6,40,0.5,18.2,7.4,4.0,12.8,10.0,95.0,9.6,47,5.1,48.4,48.4,48.4,48.4,48.4
468,2021-04-16,1007.7,984.1,0.0,798.2,0.12,317.6666666666667,21.0,798.2,133.8,0.6,1.7,1.1,101,0.9,28,0.6,14.9,9.4,7.3,12.2,11.3,95.0,10.9,139,8.2,47.7,47.7,47.7,47.7,47.7
469,2021-05-01,1034.4,1009.8,,21600.0,0.0,21600.0,21600.0,21600.0,21600.0,0.0,4.5,8.9,101,2.0,17,0.7,14.8,6.3,2.0,10.6,7.4,92.0,6.8,126,5.1,48.0,48.0,48.0,48.0,48.0
470,2021-05-05,1027.7,1003.5,0.0,5576.9,2.4,339.1,1.2,5576.9,11.2,0.4,6.2,1.6,134,0.8,35,0.4,14.8,8.0,5.8,11.4,10.8,97.0,10.6,307,3.1,47.8,47.8,47.8,47.8,47.8
471,2021-05-07,1037.6,1012.8,0.0,2137.1,-0.1,1098.55,60.0,2137.1,1098.55,0.0,5.6,2.6,112,1.1,8,0.4,18.0,5.4,4.1,11.7,6.9,100.0,6.9,125,4.1,47.7,47.7,47.7,47.7,47.7
472,2021-05-08,1031.8,1007.5,0.0,2051.3,6.5200000000000005,106.12272727272727,3.8,2051.3,12.8,0.0,6.1,0.0,290,0.5,8,0.3,15.8,6.7,6.1,11.3,9.9,96.0,9.6,28,9.8,48.0,48.0,48.0,48.0,48.0
473,2021-05-09,1020.1,996.6,0.38,14.9,19.38,10.285858585858586,0.8,84.4,5.9,19.6,0.0,1.2,34,2.4,29,1.0,17.2,10.1,11.3,13.7,16.2,92.0,15.7,37,9.3,48.5,48.5,48.5,48.5,48.5
474,2021-05-10,1023.2,999.4,0.0,1408.9,14.42,45.49024390243903,1.2,1408.9,7.6,6.8,0.0,0.7,125,0.6,10,0.4,20.4,13.2,13.0,16.8,14.0,98.0,13.9,36,7.2,52.7,52.7,52.7,52.7,52.7
475,2021-05-11,1015.0,991.6,0.19,10.0,30.72,12.104237288135591,0.3,317.3,5.45,32.2,0.0,0.2,38,3.9,26,1.4,18.4,14.1,14.7,16.3,15.6,88.0,14.7,58,11.8,57.0,57.0,57.0,57.0,57.0
476,2021-05-12,1023.9,999.5,0.08,18.3,2.36,20.87272727272727,0.7,110.7,9.0,15.6,0.0,3.8,207,2.5,22,1.1,18.2,7.3,7.2,12.8,6.7,88.0,5.7,174,8.8,57.4,57.4,57.4,57.4,57.4
477,2021-05-13,1033.7,1008.4,0.0,1539.4,0.1,513.9333333333334,1.2,1539.4,1.2,0.2,0.3,7.0,324,0.5,21,0.3,12.9,-1.0,-3.8,6.0,0.1,99.0,0.0,121,4.1,51.5,51.5,51.5,51.5,51.5
478,2021-05-14,1021.2,996.3,0.0,1439.8,8.870000000000001,135.93529411764706,0.7,1439.8,10.6,0.0,0.8,5.6,59,0.8,65,0.5,11.9,-1.2,-2.9,5.4,0.3,100.0,0.3,61,5.1,50.2,50.2,50.2,50.2,50.2
479,2021-05-15,1002.6,978.9,1.12,22.6,15.74,20.886,0.7,474.8,7.65,24.2,0.0,5.7,219,0.6,82,0.4,12.3,0.1,1.2,6.2,9.0,98.0,8.8,109,5.1,51.5,51.5,51.5,51.5,51.5
480,2021-05-16,1011.0,987.2,0.0,680.8,9.87,57.888461538461534,3.4,680.8,20.1,0.8,0.0,0.3,339,0.6,82,0.4,16.7,6.8,3.7,11.8,9.9,96.0,9.6,356,7.2,53.9,53.9,53.9,53.9,53.9
481,2021-05-17,1005.2,981.4,0.0,493.4,1.44,297.4833333333333,9.9,1221.7,24.35,9.4,0.0,3.9,231,0.7,25,0.3,13.1,8.1,7.2,10.6,8.7,98.0,8.5,249,7.2,54.9,54.9,54.9,54.9,54.9
482,2021-05-18,1001.2,977.3,0.35,19.8,22.98,11.568548387096774,0.6,76.7,6.6,14.8,0.0,1.6,188,2.6,46,1.6,12.8,4.7,2.8,8.8,5.7,86.0,4.4,231,12.9,51.5,51.5,51.5,51.5,51.5
483,2021-05-19,1013.9,989.7,0.16,15.9,7.2,23.443103448275863,1.0,295.9,14.35,14.6,0.0,0.0,265,0.6,9,0.4,8.2,4.7,4.7,6.5,6.8,98.0,6.6,245,3.6,58.0,58.0,58.0,58.0,58.0
484,2021-05-22,1025.8,1001.5,0.0,3384.8,0.2,1129.3333333333333,1.0,3384.8,2.2,0.2,0.8,6.4,120,1.4,15,0.4,13.4,5.4,5.7,9.4,8.8,94.0,8.3,246,5.1,50.5,50.5,50.5,50.5,50.5
485,2021-05-23,1024.8,1000.0,0.0,1505.2,-0.1,782.6,60.0,1505.2,782.6,0.0,1.3,2.7,112,1.8,12,0.4,14.4,1.8,-0.3,8.1,2.4,98.0,2.2,20,3.6,50.1,50.1,50.1,50.1,50.1
486,2021-05-24,1025.6,1000.6,0.0,1380.0,-0.1,720.0,60.0,1380.0,720.0,0.0,1.8,7.4,294,0.4,4,0.3,11.1,0.2,-1.1,5.7,0.8,100.0,0.8,100,7.7,50.0,50.0,50.0,50.0,50.0
487,2021-05-28,1001.1,977.2,0.0,5538.3,6.13,154.81162790697675,1.7,5538.3,10.9,1.4,2.4,0.5,41,2.3,23,0.8,10.5,-0.7,-0.2,4.9,6.0,93.0,5.5,309,5.1,50.0,50.0,50.0,50.0,50.0
488,2021-05-29,994.3,970.5,0.0,7.6,5.17,52.911111111111104,3.9,457.9,12.3,8.0,0.0,0.0,209,1.3,22,0.5,10.7,4.9,3.6,7.8,6.5,100.0,6.5,198,5.1,50.4,50.4,50.4,50.4,50.4
489,2021-05-30,989.7,966.0,0.0,605.3,13.2,62.06086956521739,7.5,605.3,16.4,1.8,0.0,0.0,162,0.9,57,0.4,9.6,4.9,3.7,7.3,5.9,99.0,5.9,176,4.6,52.0,52.0,52.0,52.0,52.0
490,2021-05-31,994.4,970.6,2.23,90.2,2.8,37.4,16.2,90.2,21.6,16.6,0.0,3.1,135,1.4,37,0.6,8.4,4.9,2.2,6.7,5.5,99.0,5.5,174,8.2,57.4,57.4,57.4,57.4,57.4
491,2021-06-02,1018.6,994.1,0.0,3071.9,0.1,1024.2,0.2,3071.9,0.5,0.0,0.6,4.3,296,0.4,24,0.3,13.6,1.2,-0.6,7.4,4.3,99.0,4.3,115,5.1,52.1,52.1,52.1,52.1,52.1
492,2021-06-05,1018.7,994.3,0.0,4477.4,30.05,87.75967741935483,0.7,4477.4,8.850000000000001,0.2,1.2,1.0,298,1.1,72,1.1,9.0,3.5,1.8,6.3,5.4,100.0,5.4,41,10.8,50.9,50.9,50.9,50.9,50.9
493,2021-06-06,1013.2,989.4,0.31,7.2,12.45,22.02698412698413,2.0,140.9,12.7,37.4,0.0,0.0,63,1.5,23,0.5,13.6,5.2,6.2,9.4,11.1,97.0,10.9,30,10.3,59.9,59.9,59.9,59.9,59.9
494,2021-06-07,1019.0,995.0,0.0,269.3,2.1,48.51052631578948,3.6,269.3,24.2,6.2,0.0,0.0,140,0.8,22,0.4,13.4,9.8,9.6,11.6,10.5,98.0,10.3,124,3.1,57.1,57.1,57.1,57.1,57.1
495,2021-06-09,1029.1,1004.2,0.0,2494.4,-0.1,1277.2,60.0,2494.4,1277.2,0.0,0.3,3.7,18,0.3,17,0.3,14.0,2.4,1.6,8.2,3.0,100.0,3.0,97,4.6,51.7,51.7,51.7,51.7,51.7
496,2021-06-10,1031.4,1006.5,0.0,1380.0,-0.1,720.0,60.0,1380.0,720.0,0.2,0.3,6.9,323,0.6,44,0.5,12.0,2.7,1.0,7.4,3.9,100.0,3.9,104,4.1,51.3,51.3,51.3,51.3,51.3
497,2021-06-11,1034.8,1010.1,0.0,1354.5,0.4,245.55,5.2,1354.5,21.75,0.0,0.6,0.3,98,0.6,64,0.5,13.7,3.4,0.8,8.6,6.7,100.0,6.7,112,3.1,50.8,50.8,50.8,50.8,50.8
498,2021-06-12,1034.9,1010.3,0.0,1734.0,0.4,355.46,4.8,1734.0,12.0,0.2,0.7,1.0,168,0.4,71,0.3,12.3,6.6,3.5,9.5,7.9,99.0,7.9,357,3.1,50.6,50.6,50.6,50.6,50.6
499,2021-06-13,1023.9,999.8,0.0,1269.1,13.94,57.63529411764706,2.9,1269.1,13.6,0.2,0.7,0.0,120,0.7,50,0.4,12.8,7.9,7.7,10.4,10.1,98.0,9.9,1,8.2,50.6,50.6,50.6,50.6,50.6
500,2021-06-14,1013.6,990.0,0.37,9.8,13.06,9.941509433962263,1.2,54.6,5.9,27.8,0.0,0.4,353,1.6,35,0.9,14.3,10.2,10.9,12.3,13.4,97.0,13.1,54,7.2,58.2,58.2,58.2,58.2,58.2
501,2021-06-15,1011.3,987.4,0.0,1272.9,7.79,49.19375,1.5,1272.9,8.55,2.6,0.0,1.0,167,0.8,70,0.5,15.6,8.8,6.8,12.2,10.0,100.0,10.0,35,7.2,55.6,55.6,55.6,55.6,55.6
502,2021-06-16,1011.2,987.4,0.27,11.0,3.67,41.2,3.3,570.6,16.9,7.2,0.0,1.4,59,0.5,18,0.4,15.0,9.7,7.4,12.4,10.4,99.0,10.4,15,5.1,54.4,54.4,54.4,54.4,54.4
503,2021-06-17,1011.6,987.7,0.0,111.2,8.46,40.55555555555556,0.4,763.2,13.0,1.8,0.0,1.6,208,0.4,20,0.3,14.1,8.6,7.1,11.4,9.2,100.0,9.2,171,8.2,52.6,52.6,52.6,52.6,52.6
504,2021-06-18,1018.7,994.3,0.53,30.7,10.28,17.944000000000003,6.2,73.9,13.5,18.4,0.0,5.3,88,0.4,43,0.3,13.8,5.7,5.8,9.8,6.0,97.0,5.8,119,4.6,53.7,53.7,53.7,53.7,53.7
505,2021-06-19,1019.4,994.7,0.0,1492.2,1.2,202.875,5.7,1492.2,20.0,0.2,0.1,0.0,90,0.2,26,0.3,12.4,0.6,-1.6,6.5,2.9,98.0,2.7,122,4.6,54.6,54.6,54.6,54.6,54.6
506,2021-06-24,1028.0,1003.2,0.0,7081.1,0.1,3543.65,6.2,7081.1,3543.65,0.0,1.1,1.0,142,1.0,37,0.6,10.3,-0.6,-1.3,4.9,3.3,98.0,3.1,117,4.1,51.7,51.7,51.7,51.7,51.7
507,2021-06-25,1022.6,998.4,0.0,1121.4,23.07,69.60000000000001,6.7,1121.4,17.75,0.0,1.3,0.0,338,1.5,57,0.8,11.0,3.3,2.7,7.2,9.0,95.0,8.6,38,9.8,51.6,51.6,51.6,51.6,51.6
508,2021-06-26,1014.4,990.8,0.22,27.1,29.06,17.454411764705885,1.3,151.3,10.8,38.2,0.0,0.0,38,4.6,23,1.6,14.6,9.2,9.7,11.9,13.8,92.0,13.2,60,11.3,59.7,59.7,59.7,59.7,59.7
509,2021-06-27,1011.0,987.2,0.0,621.9,9.06,33.836,2.7,621.9,8.3,14.4,0.0,0.0,84,1.2,42,0.5,15.3,10.7,10.4,13.0,10.6,97.0,10.4,124,5.7,59.0,59.0,59.0,59.0,59.0
510,2021-06-28,1006.4,982.5,0.0,40.7,20.67,12.549137931034483,1.3,90.4,7.9,16.6,0.0,0.8,178,2.2,36,1.2,12.8,7.4,7.1,10.1,6.6,85.0,5.2,63,8.8,56.5,56.5,56.5,56.5,56.5
511,2021-06-29,1022.9,997.9,0.14,4.5,1.14,13.85,2.4,78.4,5.9,13.6,0.0,7.0,108,0.7,68,0.8,7.8,-0.5,-3.9,3.7,-0.2,89.0,-1.2,192,6.7,58.7,58.7,58.7,58.7,58.7
512,2021-07-06,1018.5,994.0,0.0,10222.0,44.23,119.80947368421052,1.7,10222.0,7.7,0.6,1.1,0.0,112,0.6,57,0.4,5.1,-1.7,-1.3,1.7,4.9,100.0,4.9,32,15.4,52.1,52.1,52.1,52.1,52.1
513,2021-07-07,1007.7,983.7,0.12,6.4,12.87,22.44375,1.5,586.4,8.149999999999999,54.4,0.0,2.7,125,0.9,46,0.5,12.2,4.8,5.1,8.5,7.1,98.0,6.9,47,19.6,60.0,60.0,60.0,60.0,60.0
514,2021-07-08,1012.1,987.7,0.0,124.8,3.3200000000000003,38.26486486486486,1.6,400.2,16.5,3.6,0.0,0.8,354,0.3,27,0.3,11.2,2.8,-0.2,7.0,3.6,100.0,3.6,123,3.6,57.7,57.7,57.7,57.7,57.7
