,Date(NZST),Amount(mm),Deficit(mm),Runoff(mm),Period(Hrs),Freq
510,20100526:0900,2.2,0.0,1.6,24,0.0
511,20100527:0900,0.0,0.6,0.0,24,0.0
512,20100528:0900,4.8,0.0,3.7,24,0.0
513,20100529:0900,0.4,0.2,0.0,24,0.0
514,20100530:0900,0.2,0.5,0.0,24,0.0
515,20100531:0900,0.0,1.1,0.0,24,0.0
516,20100601:0900,0.0,1.7,0.0,24,0.0
517,20100602:0900,0.2,1.7,0.0,24,0.0
518,20100603:0900,0.0,2.0,0.0,24,0.0
519,20100604:0900,0.0,2.2,0.0,24,0.0
520,20100605:0900,0.0,2.4,0.0,24,0.0
521,20100606:0900,8.2,0.0,5.6,24,0.0
522,20100607:0900,48.6,0.0,48.4,24,0.0
523,20100608:0900,13.8,0.0,13.6,24,0.0
524,20100609:0900,0.0,0.2,0.0,24,0.0
525,20100610:0900,0.0,0.5,0.0,24,0.0
526,20100611:0900,35.6,0.0,34.9,24,0.0
527,20100612:0900,4.4,0.0,4.2,24,0.0
528,20100613:0900,7.2,0.0,7.0,24,0.0
529,20100614:0900,2.4,0.0,2.2,24,0.0
530,20100615:0900,3.2,0.0,3.0,24,0.0
531,20100616:0900,0.0,0.2,0.0,24,0.0
532,20100617:0900,0.0,0.5,0.0,24,0.0
533,20100618:0900,0.2,0.5,0.0,24,0.0
534,20100619:0900,10.0,0.0,9.3,24,0.0
535,20100620:0900,16.8,0.0,16.6,24,0.0
536,20100621:0900,23.0,0.0,22.8,24,0.0
537,20100622:0900,9.2,0.0,9.0,24,0.0
538,20100623:0900,10.0,0.0,9.8,24,0.0
539,20100624:0900,0.6,0.0,0.4,24,0.0
540,20100625:0900,0.0,0.2,0.0,24,0.0
541,20100626:0900,0.0,0.5,0.0,24,0.0
542,20100627:0900,0.0,0.7,0.0,24,0.0
543,20100628:0900,0.0,0.9,0.0,24,0.0
544,20100629:0900,2.0,0.0,0.9,24,0.0
545,20100630:0900,0.0,0.2,0.0,24,0.0
546,20100701:0900,0.0,0.5,0.0,24,0.0
547,20100702:0900,0.0,0.9,0.0,24,0.0
548,20100703:0900,0.6,0.7,0.0,24,0.0
549,20100704:0900,0.8,0.3,0.0,24,0.0
550,20100705:0900,0.0,0.6,0.0,24,0.0
551,20100706:0900,0.0,1.0,0.0,24,0.0
552,20100707:0900,0.0,1.4,0.0,24,0.0
553,20100708:0900,0.0,1.8,0.0,24,0.0
554,20100709:0900,0.2,2.0,0.0,24,0.0
555,20100710:0900,0.0,2.4,0.0,24,0.0
556,20100711:0900,0.0,2.8,0.0,24,0.0
557,20100712:0900,0.0,3.2,0.0,24,0.0
558,20100713:0900,0.0,3.6,0.0,24,0.0
559,20100714:0900,0.0,4.0,0.0,24,0.0
560,20100715:0900,0.0,4.4,0.0,24,0.0
561,20100716:0900,0.0,4.8,0.0,24,0.0
562,20100717:0900,0.0,5.2,0.0,24,0.0
563,20100718:0900,0.0,5.6,0.0,24,0.0
564,20100719:0900,0.6,5.4,0.0,24,0.0
565,20100720:0900,0.0,5.8,0.0,24,0.0
566,20100721:0900,41.2,0.0,35.0,24,0.0
567,20100722:0900,17.2,0.0,16.8,24,0.0
568,20100723:0900,0.2,0.2,0.0,24,0.0
569,20100724:0900,0.0,0.6,0.0,24,0.0
570,20100725:0900,0.0,1.0,0.0,24,0.0
571,20100726:0900,1.0,0.4,0.0,24,0.0
572,20100727:0900,7.0,0.0,6.2,24,0.0
573,20100728:0900,9.0,0.0,8.6,24,0.0
574,20100729:0900,0.8,0.0,0.4,24,0.0
575,20100730:0900,0.2,0.2,0.0,24,0.0
576,20100731:0900,0.0,0.6,0.0,24,0.0
577,20100801:0900,26.4,0.0,25.4,24,0.0
578,20100802:0900,42.2,0.0,41.4,24,0.0
579,20100803:0900,1.4,0.0,0.6,24,0.0
580,20100804:0900,3.2,0.0,2.4,24,0.0
581,20100805:0900,0.0,0.8,0.0,24,0.0
582,20100806:0900,0.0,1.6,0.0,24,0.0
583,20100807:0900,24.0,0.0,21.6,24,0.0
584,20100808:0900,9.8,0.0,9.0,24,0.0
585,20100809:0900,0.0,0.8,0.0,24,0.0
586,20100810:0900,0.0,1.6,0.0,24,0.0
587,20100811:0900,0.0,2.4,0.0,24,0.0
588,20100812:0900,0.0,3.3,0.0,24,0.0
589,20100813:0900,44.0,0.0,39.9,24,0.0
590,20100814:0900,50.0,0.0,49.2,24,0.0
591,20100815:0900,0.0,0.8,0.0,24,0.0
592,20100816:0900,0.0,1.6,0.0,24,0.0
593,20100817:0900,0.2,2.2,0.0,24,0.0
594,20100818:0900,15.8,0.0,12.7,24,0.0
595,20100819:0900,0.0,0.8,0.0,24,0.0
596,20100820:0900,5.8,0.0,4.2,24,0.0
597,20100821:0900,0.0,0.8,0.0,24,0.0
598,20100822:0900,0.2,1.4,0.0,24,0.0
599,20100823:0900,2.4,0.0,0.2,24,0.0
600,20100824:0900,6.4,0.0,5.6,24,0.0
601,20100825:0900,0.2,0.6,0.0,24,0.0
602,20100826:0900,6.8,0.0,5.4,24,0.0
603,20100827:0900,5.4,0.0,4.6,24,0.0
604,20100828:0900,30.8,0.0,30.0,24,0.0
605,20100829:0900,15.8,0.0,15.0,24,0.0
606,20100830:0900,0.0,0.8,0.0,24,0.0
607,20100831:0900,0.0,1.6,0.0,24,0.0
608,20100901:0900,0.0,2.4,0.0,24,0.0
609,20100902:0900,11.2,0.0,7.7,24,0.0
610,20100903:0900,31.4,0.0,30.3,24,0.0
611,20100904:0900,13.8,0.0,12.7,24,0.0
612,20100905:0900,0.6,0.5,0.0,24,0.0
613,20100906:0900,32.0,0.0,30.5,24,0.0
614,20100907:0900,1.4,0.0,0.3,24,0.0
615,20100908:0900,0.4,0.7,0.0,24,0.0
616,20100909:0900,2.2,0.0,0.5,24,0.0
617,20100910:0900,0.0,1.1,0.0,24,0.0
618,20100911:0900,3.0,0.0,0.9,24,0.0
619,20100912:0900,4.2,0.0,3.1,24,0.0
620,20100913:0900,10.4,0.0,9.3,24,0.0
621,20100914:0900,14.2,0.0,13.1,24,0.0
622,20100915:0900,13.4,0.0,12.3,24,0.0
623,20100916:0900,0.2,0.9,0.0,24,0.0
624,20100917:0900,15.2,0.0,13.3,24,0.0
625,20100918:0900,25.8,0.0,24.7,24,0.0
626,20100919:0900,12.2,0.0,11.1,24,0.0
627,20100920:0900,13.6,0.0,12.5,24,0.0
628,20100921:0900,26.0,0.0,24.9,24,0.0
629,20100922:0900,13.6,0.0,12.5,24,0.0
630,20100923:0900,19.8,0.0,18.7,24,0.0
631,20100924:0900,1.8,0.0,0.7,24,0.0
632,20100925:0900,21.4,0.0,20.3,24,0.0
633,20100926:0800,11.8,0.0,10.7,24,0.0
634,20100927:0800,4.6,0.0,3.5,24,0.0
635,20100928:0800,0.0,1.1,0.0,24,0.0
636,20100929:0800,13.6,0.0,11.5,24,0.0
637,20100930:0800,23.2,0.0,22.1,24,0.0
638,20101001:0800,11.0,0.0,9.9,24,0.0
639,20101002:0800,2.0,0.8,0.0,24,0.0
640,20101003:0800,0.0,3.5,0.0,24,0.0
641,20101004:0800,0.0,6.3,0.0,24,0.0
642,20101005:0800,0.0,9.1,0.0,24,0.0
643,20101006:0800,0.0,11.9,0.0,24,0.0
644,20101007:0800,0.0,14.6,0.0,24,0.0
645,20101008:0800,0.0,17.4,0.0,24,0.0
646,20101009:0800,14.6,5.6,0.0,24,0.0
647,20101010:0800,8.0,0.3,0.0,24,0.0
648,20101011:0800,13.6,0.0,10.5,24,0.0
649,20101012:0800,0.0,2.8,0.0,24,0.0
650,20101013:0800,0.0,5.5,0.0,24,0.0
651,20101014:0800,0.0,8.3,0.0,24,0.0
652,20101015:0800,0.0,11.1,0.0,24,0.0
653,20101016:0800,0.0,13.9,0.0,24,0.0
654,20101017:0800,9.6,7.0,0.0,24,0.0
655,20101018:0800,23.0,0.0,13.2,24,0.0
656,20101019:0800,7.4,0.0,4.6,24,0.0
657,20101020:0800,10.8,0.0,8.0,24,0.0
658,20101021:0800,12.4,0.0,9.6,24,0.0
659,20101022:0800,2.0,0.8,0.0,24,0.0
660,20101023:0800,0.0,3.5,0.0,24,0.0
661,20101024:0800,0.0,6.3,0.0,24,0.0
662,20101025:0800,0.0,9.1,0.0,24,0.0
663,20101026:0800,0.0,11.9,0.0,24,0.0
664,20101027:0800,0.0,14.6,0.0,24,0.0
665,20101028:0800,0.0,17.4,0.0,24,0.0
666,20101029:0800,0.0,20.2,0.0,24,0.0
667,20101030:0800,0.0,22.9,0.0,24,0.0
668,20101031:0800,0.0,25.7,0.0,24,0.0
669,20101101:0800,0.0,28.5,0.0,24,0.0
670,20101102:0800,0.0,32.7,0.0,24,0.0
671,20101103:0800,0.0,36.8,0.0,24,0.0
672,20101104:0800,0.0,41.0,0.0,24,0.0
673,20101105:0800,4.2,41.0,0.0,24,0.0
674,20101106:0800,2.0,43.2,0.0,24,0.0
675,20101107:0800,0.0,47.4,0.0,24,0.0
676,20101108:0800,0.0,51.5,0.0,24,0.0
677,20101109:0800,0.0,55.7,0.0,24,0.0
678,20101110:0800,0.0,59.9,0.0,24,0.0
679,20101111:0800,0.0,64.1,0.0,24,0.0
680,20101112:0800,0.0,68.3,0.0,24,0.0
681,20101113:0800,0.0,72.4,0.0,24,0.0
682,20101114:0800,0.0,76.6,0.0,24,0.0
683,20101115:0800,3.6,77.1,0.0,24,0.0
684,20101116:0800,0.0,81.2,0.0,24,0.0
685,20101117:0800,0.0,85.0,0.0,24,0.0
686,20101118:0800,0.0,88.6,0.0,24,0.0
687,20101119:0800,0.0,92.1,0.0,24,0.0
688,20101120:0800,0.0,95.3,0.0,24,0.0
689,20101121:0800,7.2,91.1,0.0,24,0.0
690,20101122:0800,0.2,94.2,0.0,24,0.0
691,20101123:0800,0.0,97.3,0.0,24,0.0
692,20101124:0800,0.0,100.3,0.0,24,0.0
693,20101125:0800,0.0,103.0,0.0,24,0.0
694,20101126:0800,0.0,105.6,0.0,24,0.0
695,20101127:0800,0.0,108.1,0.0,24,0.0
696,20101128:0800,0.0,110.5,0.0,24,0.0
697,20101129:0800,0.0,112.7,0.0,24,0.0
698,20101130:0800,0.0,114.7,0.0,24,0.0
699,20101201:0800,0.0,116.7,0.0,24,0.0
700,20101202:0800,0.0,118.6,0.0,24,0.0
701,20101203:0800,0.0,120.3,0.0,24,0.0
702,20101204:0800,0.0,122.0,0.0,24,0.0
703,20101205:0800,0.0,123.6,0.0,24,0.0
704,20101206:0800,0.0,125.1,0.0,24,0.0
705,20101207:0800,0.0,126.5,0.0,24,0.0
706,20101208:0800,0.0,127.8,0.0,24,0.0
707,20101209:0800,0.0,129.0,0.0,24,0.0
708,20101210:0800,0.0,130.2,0.0,24,0.0
709,20101211:0800,3.6,127.7,0.0,24,0.0
710,20101212:0800,0.0,129.0,0.0,24,0.0
711,20101213:0800,2.4,127.8,0.0,24,0.0
712,20101214:0800,0.2,128.8,0.0,24,0.0
713,20101215:0800,0.0,130.0,0.0,24,0.0
714,20101216:0800,0.0,131.1,0.0,24,0.0
715,20101217:0800,20.0,112.2,0.0,24,0.0
716,20101218:0800,39.8,74.5,0.0,24,0.0
717,20101219:0800,10.2,68.5,0.0,24,0.0
718,20101220:0800,28.6,44.2,0.0,24,0.0
719,20101221:0800,33.0,15.4,0.0,24,0.0
720,20101222:0800,8.8,10.8,0.0,24,0.0
721,20101223:0800,4.0,11.0,0.0,24,0.0
722,20101224:0800,4.6,10.6,0.0,24,0.0
723,20101225:0800,6.8,8.1,0.0,24,0.0
724,20101226:0800,0.0,12.3,0.0,24,0.0
725,20101227:0800,4.8,11.7,0.0,24,0.0
726,20101228:0800,71.2,0.0,55.3,24,0.0
727,20101229:0800,5.4,0.0,1.2,24,0.0
728,20101230:0800,0.0,4.2,0.0,24,0.0
729,20101231:0800,0.0,8.4,0.0,24,0.0
730,20110101:0800,0.0,12.7,0.0,24,0.0
731,20110102:0800,0.0,17.2,0.0,24,0.0
732,20110103:0800,0.2,21.5,0.0,24,0.0
733,20110104:0800,0.0,26.0,0.0,24,0.0
734,20110105:0800,0.0,30.6,0.0,24,0.0
735,20110106:0800,6.2,28.9,0.0,24,0.0
736,20110107:0800,11.6,21.8,0.0,24,0.0
737,20110108:0800,0.0,26.4,0.0,24,0.0
738,20110109:0800,0.0,30.9,0.0,24,0.0
739,20110110:0800,0.0,35.4,0.0,24,0.0
740,20110111:0800,0.0,39.9,0.0,24,0.0
741,20110112:0800,0.0,44.5,0.0,24,0.0
742,20110113:0800,0.0,49.0,0.0,24,0.0
743,20110114:0800,0.0,53.5,0.0,24,0.0
744,20110115:0800,0.0,58.1,0.0,24,0.0
745,20110116:0800,0.0,62.6,0.0,24,0.0
746,20110117:0800,0.0,67.1,0.0,24,0.0
747,20110118:0800,0.8,70.9,0.0,24,0.0
748,20110119:0800,83.6,0.0,8.2,24,0.0
749,20110120:0800,0.0,4.5,0.0,24,0.0
750,20110121:0800,0.0,9.1,0.0,24,0.0
751,20110122:0800,0.0,13.6,0.0,24,0.0
752,20110123:0800,0.0,18.1,0.0,24,0.0
753,20110124:0800,0.0,22.6,0.0,24,0.0
754,20110125:0800,0.0,27.2,0.0,24,0.0
755,20110126:0800,0.0,31.7,0.0,24,0.0
756,20110127:0800,0.0,36.2,0.0,24,0.0
757,20110128:0800,0.0,40.8,0.0,24,0.0
758,20110129:0800,11.8,33.5,0.0,24,0.0
759,20110130:0800,0.0,38.0,0.0,24,0.0
760,20110131:0800,18.2,24.3,0.0,24,0.0
761,20110201:0800,4.8,24.1,0.0,24,0.0
762,20110202:0800,0.2,27.6,0.0,24,0.0
763,20110203:0800,2.2,29.2,0.0,24,0.0
764,20110204:0800,14.4,18.6,0.0,24,0.0
765,20110205:0800,0.2,22.1,0.0,24,0.0
766,20110206:0800,0.0,25.9,0.0,24,0.0
767,20110207:0800,0.0,29.6,0.0,24,0.0
768,20110208:0800,17.6,15.8,0.0,24,0.0
769,20110209:0800,1.4,18.2,0.0,24,0.0
770,20110210:0800,0.0,21.9,0.0,24,0.0
771,20110211:0800,0.0,25.7,0.0,24,0.0
772,20110212:0800,0.0,29.4,0.0,24,0.0
773,20110213:0800,0.0,33.2,0.0,24,0.0
774,20110214:0800,9.6,27.4,0.0,24,0.0
775,20110215:0800,0.0,31.1,0.0,24,0.0
776,20110216:0800,0.0,34.9,0.0,24,0.0
777,20110217:0800,0.0,38.6,0.0,24,0.0
778,20110218:0800,0.0,42.4,0.0,24,0.0
779,20110219:0800,0.0,46.2,0.0,24,0.0
780,20110220:0800,3.0,46.9,0.0,24,0.0
781,20110221:0800,0.0,50.7,0.0,24,0.0
782,20110222:0800,0.0,54.5,0.0,24,0.0
783,20110223:0800,13.8,44.4,0.0,24,0.0
784,20110224:0800,0.0,48.2,0.0,24,0.0
785,20110225:0800,0.0,51.9,0.0,24,0.0
786,20110226:0800,0.0,55.7,0.0,24,0.0
787,20110227:0800,2.4,57.1,0.0,24,0.0
788,20110228:0800,0.0,60.8,0.0,24,0.0
789,20110301:0800,0.0,64.6,0.0,24,0.0
790,20110302:0800,39.4,28.3,0.0,24,0.0
791,20110303:0800,0.6,30.8,0.0,24,0.0
792,20110304:0800,29.6,4.2,0.0,24,0.0
793,20110305:0800,8.4,0.0,1.1,24,0.0
794,20110306:0800,9.8,0.0,6.7,24,0.0
795,20110307:0800,0.0,3.1,0.0,24,0.0
796,20110308:0800,0.0,6.2,0.0,24,0.0
797,20110309:0800,0.0,9.3,0.0,24,0.0
798,20110310:0800,0.0,12.4,0.0,24,0.0
799,20110311:0800,0.0,15.5,0.0,24,0.0
800,20110312:0800,0.8,17.7,0.0,24,0.0
801,20110313:0800,0.0,20.8,0.0,24,0.0
802,20110314:0800,0.0,23.9,0.0,24,0.0
803,20110315:0800,0.4,26.6,0.0,24,0.0
804,20110316:0800,4.6,25.1,0.0,24,0.0
805,20110317:0800,2.6,25.6,0.0,24,0.0
806,20110318:0800,26.2,2.5,0.0,24,0.0
807,20110319:0800,0.8,4.8,0.0,24,0.0
808,20110320:0800,0.6,7.3,0.0,24,0.0
809,20110321:0800,0.0,10.4,0.0,24,0.0
810,20110322:0800,0.0,13.4,0.0,24,0.0
811,20110323:0800,0.0,16.5,0.0,24,0.0
812,20110324:0800,0.0,19.6,0.0,24,0.0
813,20110325:0800,0.0,22.7,0.0,24,0.0
814,20110326:0800,2.4,23.4,0.0,24,0.0
815,20110327:0800,0.0,26.5,0.0,24,0.0
816,20110328:0800,11.4,18.2,0.0,24,0.0
817,20110329:0800,0.0,21.3,0.0,24,0.0
818,20110330:0800,0.0,24.4,0.0,24,0.0
819,20110331:0800,0.0,27.5,0.0,24,0.0
820,20110401:0800,0.0,30.5,0.0,24,0.0
821,20110402:0800,0.0,31.9,0.0,24,0.0
822,20110403:0900,0.0,33.3,0.0,24,0.0
823,20110404:0900,17.0,17.6,0.0,24,0.0
824,20110405:0900,45.4,0.0,26.4,24,0.0
825,20110406:0900,0.0,1.4,0.0,24,0.0
826,20110407:0900,14.0,0.0,11.3,24,0.0
827,20110408:0900,0.0,1.4,0.0,24,0.0
828,20110409:0900,0.0,2.7,0.0,24,0.0
829,20110410:0900,0.0,4.1,0.0,24,0.0
830,20110411:0900,0.0,5.4,0.0,24,0.0
831,20110412:0900,0.0,6.8,0.0,24,0.0
832,20110413:0900,0.0,8.1,0.0,24,0.0
833,20110414:0900,0.0,9.5,0.0,24,0.0
834,20110415:0900,30.4,0.0,19.5,24,0.0
835,20110416:0900,15.6,0.0,14.2,24,0.0
836,20110417:0900,19.2,0.0,17.8,24,0.0
837,20110418:0900,9.2,0.0,7.8,24,0.0
838,20110419:0900,0.0,1.4,0.0,24,0.0
839,20110420:0900,1.4,1.3,0.0,24,0.0
840,20110421:0900,0.0,2.7,0.0,24,0.0
841,20110422:0900,0.0,4.0,0.0,24,0.0
842,20110423:0900,13.4,0.0,8.0,24,0.0
843,20110424:0900,16.2,0.0,14.8,24,0.0
844,20110425:0900,2.6,0.0,1.2,24,0.0
845,20110426:0900,1.8,0.0,0.4,24,0.0
846,20110427:0900,0.0,1.4,0.0,24,0.0
847,20110428:0900,0.0,2.7,0.0,24,0.0
848,20110429:0900,0.0,4.1,0.0,24,0.0
849,20110430:0900,0.0,5.4,0.0,24,0.0
850,20110501:0900,0.0,6.8,0.0,24,0.0
851,20110502:0900,0.0,7.7,0.0,24,0.0
852,20110503:0900,6.6,2.0,0.0,24,0.0
853,20110504:0900,10.4,0.0,7.5,24,0.0
854,20110505:0900,14.8,0.0,13.9,24,0.0
855,20110506:0900,3.2,0.0,2.3,24,0.0
856,20110507:0900,1.2,0.0,0.3,24,0.0
857,20110508:0900,20.2,0.0,19.3,24,0.0
858,20110509:0900,5.2,0.0,4.3,24,0.0
859,20110510:0900,1.4,0.0,0.5,24,0.0
860,20110511:0900,0.0,0.9,0.0,24,0.0
861,20110512:0900,26.0,0.0,24.2,24,0.0
862,20110513:0900,0.2,0.7,0.0,24,0.0
863,20110514:0900,43.4,0.0,41.8,24,0.0
864,20110515:0900,32.0,0.0,31.1,24,0.0
865,20110516:0900,24.6,0.0,23.7,24,0.0
866,20110517:0900,12.6,0.0,11.7,24,0.0
867,20110518:0900,18.8,0.0,17.9,24,0.0
868,20110519:0900,1.4,0.0,0.5,24,0.0
869,20110520:0900,1.6,0.0,0.7,24,0.0
870,20110521:0900,1.4,0.0,0.5,24,0.0
871,20110522:0900,0.0,0.9,0.0,24,0.0
872,20110523:0900,0.0,1.8,0.0,24,0.0
873,20110524:0900,0.0,2.7,0.0,24,0.0
874,20110525:0900,57.0,0.0,53.4,24,0.0
875,20110526:0900,59.8,0.0,58.9,24,0.0
876,20110527:0900,8.8,0.0,7.9,24,0.0
877,20110528:0900,6.2,0.0,5.3,24,0.0
878,20110529:0900,1.8,0.0,0.9,24,0.0
879,20110530:0900,0.4,0.5,0.0,24,0.0
880,20110531:0900,0.8,0.6,0.0,24,0.0
881,20110601:0900,0.2,1.3,0.0,24,0.0
882,20110602:0900,0.0,1.5,0.0,24,0.0
883,20110603:0900,0.0,1.8,0.0,24,0.0
884,20110604:0900,0.2,1.8,0.0,24,0.0
885,20110605:0900,21.6,0.0,19.6,24,0.0
886,20110606:0900,2.6,0.0,2.4,24,0.0
887,20110607:0900,15.6,0.0,15.4,24,0.0
888,20110608:0900,8.2,0.0,8.0,24,0.0
889,20110609:0900,0.2,0.0,0.0,24,0.0
890,20110610:0900,0.8,0.0,0.5,24,0.0
891,20110611:0900,16.2,0.0,16.0,24,0.0
892,20110612:0900,0.8,0.0,0.6,24,0.0
893,20110613:0900,0.6,0.0,0.4,24,0.0
894,20110614:0900,0.0,0.2,0.0,24,0.0
895,20110615:0900,0.4,0.1,0.0,24,0.0
896,20110616:0900,2.6,0.0,2.3,24,0.0
897,20110617:0900,0.0,0.2,0.0,24,0.0
898,20110618:0900,1.2,0.0,0.7,24,0.0
899,20110619:0900,4.6,0.0,4.4,24,0.0
900,20110620:0900,6.0,0.0,5.8,24,0.0
901,20110621:0900,0.0,0.2,0.0,24,0.0
902,20110622:0900,0.0,0.5,0.0,24,0.0
903,20110623:0900,7.0,0.0,6.3,24,0.0
904,20110624:0900,12.4,0.0,12.2,24,0.0
905,20110625:0900,0.8,0.0,0.6,24,0.0
906,20110626:0900,0.2,0.0,0.0,24,0.0
907,20110627:0900,0.0,0.3,0.0,24,0.0
908,20110628:0900,1.2,0.0,0.7,24,0.0
909,20110629:0900,0.0,0.2,0.0,24,0.0
910,20110630:0900,0.0,0.5,0.0,24,0.0
911,20110701:0900,0.0,0.7,0.0,24,0.0
912,20110702:0900,0.0,0.9,0.0,24,0.0
913,20110703:0900,0.0,1.2,0.0,24,0.0
914,20110704:0900,0.0,1.4,0.0,24,0.0
915,20110705:0900,0.0,1.7,0.0,24,0.0
916,20110706:0900,7.6,0.0,5.6,24,0.0
917,20110707:0900,27.8,0.0,27.5,24,0.0
918,20110708:0900,33.0,0.0,32.7,24,0.0
919,20110709:0900,27.2,0.0,26.9,24,0.0
920,20110710:0900,25.0,0.0,24.7,24,0.0
921,20110711:0900,26.8,0.0,26.5,24,0.0
922,20110712:0900,14.4,0.0,14.1,24,0.0
923,20110713:0900,31.0,0.0,30.7,24,0.0
924,20110714:0900,17.8,0.0,17.5,24,0.0
925,20110715:0900,10.6,0.0,10.3,24,0.0
926,20110716:0900,0.0,0.3,0.0,24,0.0
927,20110717:0900,0.0,0.5,0.0,24,0.0
928,20110718:0900,0.0,0.8,0.0,24,0.0
929,20110719:0900,0.0,1.0,0.0,24,0.0
930,20110720:0900,0.0,1.3,0.0,24,0.0
931,20110721:0900,0.0,1.5,0.0,24,0.0
932,20110722:0900,0.0,1.8,0.0,24,0.0
933,20110723:0900,0.0,2.0,0.0,24,0.0
934,20110724:0900,0.0,2.3,0.0,24,0.0
935,20110725:0900,0.6,1.9,0.0,24,0.0
936,20110726:0900,0.0,2.2,0.0,24,0.0
937,20110727:0900,1.2,1.3,0.0,24,0.0
938,20110728:0900,4.0,0.0,2.5,24,0.0
939,20110729:0900,2.4,0.0,2.1,24,0.0
940,20110730:0900,11.0,0.0,10.7,24,0.0
941,20110731:0900,0.0,0.3,0.0,24,0.0
942,20110801:0900,0.0,0.5,0.0,24,0.0
943,20110802:0900,0.0,1.3,0.0,24,0.0
944,20110803:0900,0.0,2.0,0.0,24,0.0
945,20110804:0900,0.0,2.8,0.0,24,0.0
946,20110805:0900,2.6,0.9,0.0,24,0.0
947,20110806:0900,0.0,1.7,0.0,24,0.0
948,20110807:0900,18.0,0.0,15.6,24,0.0
949,20110808:0900,10.2,0.0,9.5,24,0.0
950,20110809:0900,3.0,0.0,2.3,24,0.0
951,20110810:0900,0.0,0.7,0.0,24,0.0
952,20110811:0900,0.0,1.5,0.0,24,0.0
953,20110812:0900,0.0,2.2,0.0,24,0.0
954,20110813:0900,0.2,2.8,0.0,24,0.0
955,20110814:0900,2.6,0.9,0.0,24,0.0
956,20110815:0900,4.6,0.0,2.9,24,0.0
957,20110816:0900,1.6,0.0,0.9,24,0.0
958,20110817:0900,4.6,0.0,3.9,24,0.0
959,20110818:0900,0.0,0.7,0.0,24,0.0
960,20110819:0900,0.0,1.5,0.0,24,0.0
961,20110820:0900,0.0,2.2,0.0,24,0.0
962,20110821:0900,0.0,3.0,0.0,24,0.0
963,20110822:0900,0.0,3.7,0.0,24,0.0
964,20110823:0900,0.0,4.5,0.0,24,0.0
965,20110824:0900,0.2,5.0,0.0,24,0.0
966,20110825:0900,0.0,5.8,0.0,24,0.0
967,20110826:0900,0.4,6.1,0.0,24,0.0
968,20110827:0900,3.8,3.1,0.0,24,0.0
969,20110828:0900,0.2,3.6,0.0,24,0.0
970,20110829:0900,0.2,4.2,0.0,24,0.0
971,20110830:0900,28.4,0.0,23.5,24,0.0
972,20110831:0900,1.4,0.0,0.7,24,0.0
973,20110901:0900,3.0,0.0,2.3,24,0.0
974,20110902:0900,1.8,0.0,0.3,24,0.0
975,20110903:0900,1.2,0.3,0.0,24,0.0
976,20110904:0900,0.4,1.4,0.0,24,0.0
977,20110905:0900,0.2,2.8,0.0,24,0.0
978,20110906:0900,0.0,4.3,0.0,24,0.0
979,20110907:0900,0.0,5.8,0.0,24,0.0
980,20110908:0900,0.0,7.3,0.0,24,0.0
981,20110909:0900,19.2,0.0,10.4,24,0.0
982,20110910:0900,0.0,1.5,0.0,24,0.0
983,20110911:0900,1.2,1.8,0.0,24,0.0
984,20110912:0900,9.8,0.0,6.4,24,0.0
985,20110913:0900,13.4,0.0,11.9,24,0.0
986,20110914:0900,17.4,0.0,15.9,24,0.0
987,20110915:0900,8.2,0.0,6.7,24,0.0
988,20110916:0900,17.2,0.0,15.7,24,0.0
989,20110917:0900,7.8,0.0,6.3,24,0.0
990,20110918:0900,0.0,1.5,0.0,24,0.0
991,20110919:0900,0.4,2.6,0.0,24,0.0
992,20110920:0900,7.4,0.0,3.2,24,0.0
993,20110921:0900,0.0,1.5,0.0,24,0.0
994,20110922:0900,0.0,3.0,0.0,24,0.0
995,20110923:0900,0.0,4.6,0.0,24,0.0
996,20110924:0900,0.0,6.1,0.0,24,0.0
997,20110925:0800,2.6,5.0,0.0,24,0.0
998,20110926:0800,6.0,0.5,0.0,24,0.0
999,20110927:0800,0.2,1.8,0.0,24,0.0
1000,20110928:0800,0.4,3.0,0.0,24,0.0
1001,20110929:0800,0.0,4.5,0.0,24,0.0
1002,20110930:0800,0.0,6.0,0.0,24,0.0
1003,20111001:0800,0.0,7.5,0.0,24,0.0
1004,20111002:0800,38.8,0.0,28.8,24,0.0
1005,20111003:0800,55.4,0.0,52.9,24,0.0
1006,20111004:0800,8.8,0.0,6.3,24,0.0
1007,20111005:0800,0.0,2.5,0.0,24,0.0
1008,20111006:0800,0.0,5.0,0.0,24,0.0
1009,20111007:0800,0.0,7.5,0.0,24,0.0
1010,20111008:0800,0.0,10.0,0.0,24,0.0
1011,20111009:0800,0.4,12.1,0.0,24,0.0
1012,20111010:0800,0.0,14.6,0.0,24,0.0
1013,20111011:0800,12.8,4.3,0.0,24,0.0
1014,20111012:0800,0.0,6.8,0.0,24,0.0
1015,20111013:0800,1.2,8.1,0.0,24,0.0
1016,20111014:0800,0.6,10.0,0.0,24,0.0
1017,20111015:0800,8.4,4.1,0.0,24,0.0
1018,20111016:0800,4.8,1.8,0.0,24,0.0
1019,20111017:0800,0.0,4.3,0.0,24,0.0
1020,20111018:0800,8.2,0.0,1.4,24,0.0
1021,20111019:0800,2.2,0.3,0.0,24,0.0
1022,20111020:0800,0.0,2.8,0.0,24,0.0
1023,20111021:0800,0.0,5.3,0.0,24,0.0
1024,20111022:0800,4.8,3.0,0.0,24,0.0
