"site","season","trend_likelihood","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","intercept","r_squared","sigma","trend_method","n","note","s","var_s","tau","z","alternative","lat","lon"
"New Plymouth (Taranaki)","Spring","Indeterminate","1960-09-01","2022-11-30",0.5752650609729604,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-33,28427,-0.016897081413210443,-0.18979486735264756,"greater",-39.0079,174.18382
"Queenstown (Otago)","Spring","Indeterminate","1960-09-01","2022-11-30",0.5565967026002812,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-25,28427,-0.012800819252432155,-0.14234615051448568,"greater",-45.01758,168.74005
"Reefton (West Coast)","Spring","Likely decreasing","1960-09-01","2022-11-30",0.8346484630241118,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-165,28427,-0.08448540706605222,-0.9726986951823188,"greater",-42.11578,171.86014
"Rotorua (Bay of Plenty)","Spring","Very likely decreasing","1960-09-01","2022-11-30",0.9527937425215982,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-283,28427,-0.144905273937532,-1.6725672685452067,"greater",-38.10595,176.31485
"Tara Hills (Canterbury)","Spring","Likely decreasing","1960-09-01","2022-11-30",0.7505330069621019,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-115,28425,-0.058913942157101634,-0.6761680014810765,"greater",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Spring","Likely increasing","1960-09-01","2022-11-30",0.14019173497356824,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,183,28427,0.09370199692780337,1.079458308068183,"greater",-38.88784,175.25981
"Taupō (Waikato)","Spring","Indeterminate","1960-09-01","2022-11-30",0.5047322970775854,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-3,28426,-0.0015364917277167474,-0.011862387857870985,"greater",-38.74263,176.08104
"Tauranga (Bay of Plenty)","Spring","Very likely decreasing","1960-09-01","2022-11-30",0.9965804277025543,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-457,28427,-0.23399897593445979,-2.7045768597752278,"greater",-37.673,176.196
"Timaru (Canterbury)","Spring","Likely increasing","1960-09-01","2022-11-30",0.28052329138499144,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,99,28423,0.05074323527303014,0.5812876795775019,"greater",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Spring","Very likely increasing","1960-09-01","2022-11-30",1.863802706436297e-4,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,601,28427,0.30773169482846896,3.558653762862142,"greater",-39.46249,175.66283
"Wellington (Wellington)","Spring","Indeterminate","1960-09-01","2022-11-30",0.35432181228964243,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,64,28424,0.03279529536552527,0.3736783634082687,"greater",-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Spring","Very likely increasing","1960-09-01","2022-11-30",0.005855127494335377,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,426,28426,0.21818182533577812,2.5207574197975844,"greater",-39.93704,175.04509
"Whangaparāoa (Auckland)","Spring","Very likely decreasing","1960-09-01","2022-11-30",0.9561960963629033,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-289,28427,-0.1479774705581157,-1.7081538061738282,"greater",-36.606,174.835
"Whangārei (Northland)","Spring","Very likely decreasing","1960-09-01","2022-11-30",0.9137399153503513,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",63,NA,-231,28427,-0.11827956989247311,-1.3641506090971545,"greater",-35.769,174.364
"Auckland (Auckland)","Summer","Very likely decreasing","1960-12-01","2022-02-28",0.9223903234234314,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-235,27104.333333333332,-0.12427287149656269,-1.4213351374617493,"greater",-37.00813,174.78873
"Blenheim (Marlborough)","Summer","Indeterminate","1960-12-01","2022-02-28",0.6170135022648122,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-50,27101.333333333332,-0.02646203532965445,-0.29764648013651396,"greater",-41.52133,173.86439
"Christchurch (Canterbury)","Summer","Indeterminate","1960-12-01","2022-02-28",0.5048463862740511,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-3,27103.333333333332,-0.0015868818328086465,-0.012148387674275604,"greater",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Summer","Very likely decreasing","1960-12-01","2022-02-28",0.9880769595329509,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-373,27103.333333333332,-0.1973023078792084,-2.2596001074152623,"greater",-40.21,176.109
"Dunedin (Otago)","Summer","Very likely increasing","1960-12-01","2022-02-28",0.03608893608577285,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,297,27102.333333333332,0.15714287913872654,1.7979945453499833,"greater",-45.90129,170.5147
"Gisborne (Gisborne)","Summer","Indeterminate","1960-12-01","2022-02-28",0.6193275977331693,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-51,27102.333333333332,-0.026984130761195466,-0.3037152948226323,"greater",-38.6586,177.9851
"Gore (Southland)","Summer","Very likely increasing","1960-12-01","2022-02-28",0.09682559216976862,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,215,27104.333333333332,0.11369645690111053,1.2998535017812578,"greater",-46.115,168.887
"Hamilton (Waikato)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.884271905639556,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-198,27103.333333333332,-0.10473420096537067,-1.196616185916147,"greater",-37.86088,175.33175
"Hokitika (West Coast)","Summer","Very likely increasing","1960-12-01","2022-02-28",0.06755852530636502,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,247,27104.333333333332,0.13061872025383398,1.494224118870044,"greater",-42.71228,170.98428
"Invercargill (Southland)","Summer","Indeterminate","1960-12-01","2022-02-28",0.4040134528104995,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,41,27102.333333333332,0.021693124729588512,0.24297223585810585,"greater",-46.41741,168.33052
"Kerikeri (Northland)","Summer","Very likely increasing","1960-12-01","2022-02-28",0.04564856008001072,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,279,27104.333333333332,0.1475409836065574,1.6885947359588303,"greater",-35.183,173.926
"Lake Tekapo (Canterbury)","Summer","Likely increasing","1960-12-01","2022-02-28",0.15519825860435954,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,168,27103.333333333332,0.08886538263728422,1.014390370802013,"greater",-44.002,170.441
"Masterton (Wellington)","Summer","Indeterminate","1960-12-01","2022-02-28",0.5338853170800727,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-15,27102.333333333332,-0.007936509047410431,-0.08504028255033705,"greater",-40.957,175.707
"Milford Sound (Southland)","Summer","Very likely increasing","1960-12-01","2022-02-28",0.07079065581407873,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,243,27104.333333333332,0.12850343733474354,1.4699277917339457,"greater",-44.67384,167.92406
"Napier (Hawke's Bay)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.7056186298179776,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-90,27100.666666666668,-0.04763166359337801,-0.5406298481426663,"greater",-39.49846,176.91189
"Nelson (Nelson)","Summer","Likely increasing","1960-12-01","2022-02-28",0.19420082242439965,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,143,27104.333333333332,0.07562136435748282,0.8625196133314889,"greater",-41.299,173.226
"New Plymouth (Taranaki)","Summer","Very likely decreasing","1960-12-01","2022-02-28",0.9582870686953154,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-286,27103.333333333332,-0.15128273472775763,-1.7311452435842738,"greater",-39.0079,174.18382
"Queenstown (Otago)","Summer","Very likely increasing","1960-12-01","2022-02-28",0.021863061855944468,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,333,27101.333333333332,0.17623715529549863,2.0167067633739313,"greater",-45.01758,168.74005
"Reefton (West Coast)","Summer","Indeterminate","1960-12-01","2022-02-28",0.6053691502333507,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-45,27102.333333333332,-0.023809527142231297,-0.26726945944391645,"greater",-42.11578,171.86014
"Rotorua (Bay of Plenty)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.8140463754410656,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-148,27103.333333333332,-0.0782861704185599,-0.8929064940592569,"greater",-38.10595,176.31485
"Tara Hills (Canterbury)","Summer","Indeterminate","1960-12-01","2022-02-28",0.43247462258375946,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,29,27103.333333333332,0.01533985771715025,0.17007742743985846,"greater",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.6734580237443237,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-75,27104.333333333332,-0.03966155473294554,-0.44948205201781816,"greater",-38.88784,175.25981
"Taupō (Waikato)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.8491030087523144,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-171,27104.333333333332,-0.09042834479111582,-1.0325939032841769,"greater",-38.74263,176.08104
"Tauranga (Bay of Plenty)","Summer","Very likely decreasing","1960-12-01","2022-02-28",0.9031744078302314,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-215,27104.333333333332,-0.11369645690111053,-1.2998535017812578,"greater",-37.673,176.196
"Timaru (Canterbury)","Summer","Likely increasing","1960-12-01","2022-02-28",0.25201924439103385,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,111,27104.333333333332,0.05869910100475939,0.6681489962427026,"greater",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.8923481148184305,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-205,27104.333333333332,-0.10840824960338447,-1.2391126839410123,"greater",-39.46249,175.66283
"Wellington (Wellington)","Summer","Indeterminate","1960-12-01","2022-02-28",0.593638228774059,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-40,27098.666666666668,-0.021180849906845968,-0.2369139565133072,"greater",-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Summer","Indeterminate","1960-12-01","2022-02-28",0.5096920573638827,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-5,27103.333333333332,-0.0026448030546810776,-0.02429677534855121,"greater",-39.93704,175.04509
"Whangaparāoa (Auckland)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.6712676217687721,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-74,27103.333333333332,-0.03914308520927995,-0.44341615011105956,"greater",-36.606,174.835
"Whangārei (Northland)","Summer","Likely decreasing","1960-12-01","2022-02-28",0.8732578957458125,NA,NA,NA,NA,NA,NA,NA,"Mann-Kendall",62,NA,-189,27104.333333333332,-0.09994711792702275,-1.141927375396619,"greater",-35.769,174.364
