Station,Date(NZST),Amount(Hrs),Period(Hrs),Freq
3925,20170827:2359,4.7,24,D
3925,20170828:2359,1.1,24,D
3925,20170829:2359,6.1,24,D
3925,20170830:2359,3.4,24,D
3925,20170831:2359,2,24,D
3925,20170901:2359,1.2,24,D
3925,20170902:2359,9.9,24,D
3925,20170903:2359,9.7,24,D
3925,20170904:2359,5.6,24,D
3925,20170905:2359,0,24,D
3925,20170906:2359,4.5,24,D
3925,20170907:2359,0.7,24,D
3925,20170908:2359,1.3,24,D
3925,20170909:2359,1.8,24,D
3925,20170910:2359,5,24,D
3925,20170911:2359,7.7,24,D
3925,20170912:2359,0.3,24,D
3925,20170913:2359,0.8,24,D
3925,20170914:2359,3,24,D
3925,20170915:2359,0,24,D
3925,20170916:2359,4,24,D
3925,20170917:2359,0,24,D
3925,20170918:2359,0,24,D
3925,20170919:2359,9.4,24,D
3925,20170920:2359,2.5,24,D
3925,20170921:2359,5.8,24,D
3925,20170922:2359,9.8,24,D
3925,20170923:2359,6.3,24,D
3925,20170924:2259,3.3,24,D
3925,20170925:2259,0,24,D
3925,20170926:2259,1.7,24,D
3925,20170927:2259,6.7,24,D
3925,20170928:2259,7.7,24,D
3925,20170929:2259,3.7,24,D
3925,20170930:2259,8.8,24,D
3925,20171001:2259,3.4,24,D
3925,20171002:2259,2.4,24,D
3925,20171003:2259,6.7,24,D
3925,20171004:2259,2.9,24,D
3925,20171005:2259,8.6,24,D
3925,20171006:2259,1,24,D
3925,20171007:2259,0,24,D
3925,20171008:2259,2.1,24,D
3925,20171009:2259,3.4,24,D
3925,20171010:2259,3.1,24,D
3925,20171011:2259,2.4,24,D
3925,20171012:2259,5.7,24,D
3925,20171013:2259,5.8,24,D
3925,20171014:2259,1.7,24,D
3925,20171015:2259,3,24,D
3925,20171016:2259,6.6,24,D
3925,20171017:2259,2.8,24,D
3925,20171018:2259,9.2,24,D
3925,20171019:2259,8.4,24,D
3925,20171020:2259,1.8,24,D
3925,20171021:2259,2,24,D
3925,20171022:2259,4.5,24,D
3925,20171023:2259,2.1,24,D
3925,20171024:2259,4.9,24,D
3925,20171025:2259,0.5,24,D
3925,20171026:2259,4.5,24,D
3925,20171027:2259,8.8,24,D
3925,20171028:2259,10.8,24,D
3925,20171029:2259,1.2,24,D
3925,20171030:2259,6.7,24,D
3925,20171031:2259,8.6,24,D
3925,20171101:2259,5.4,24,D
3925,20171102:2259,5.7,24,D
3925,20171103:2259,1.1,24,D
3925,20171104:2259,4.9,24,D
3925,20171105:2259,1.8,24,D
3925,20171106:2259,9.2,24,D
3925,20171107:2259,3.6,24,D
3925,20171108:2259,3.5,24,D
3925,20171109:2259,7.7,24,D
3925,20171110:2259,3.6,24,D
3925,20171111:2259,11.4,24,D
3925,20171112:2259,7.1,24,D
3925,20171113:2259,8.4,24,D
3925,20171114:2259,6.9,24,D
3925,20171115:2259,6.5,24,D
3925,20171116:2259,0,24,D
3925,20171117:2259,9.9,24,D
3925,20171118:2259,12.1,24,D
3925,20171119:2259,12.7,24,D
3925,20171120:2259,12.6,24,D
3925,20171121:2259,7.4,24,D
3925,20171122:2259,8.9,24,D
3925,20171123:2259,9.1,24,D
3925,20171124:2259,4.7,24,D
3925,20171125:2259,6.1,24,D
3925,20171126:2259,4.4,24,D
3925,20171127:2259,10,24,D
3925,20171128:2259,11.2,24,D
3925,20171129:2259,11.7,24,D
3925,20171130:2259,5.1,24,D
3925,20171201:2259,9.8,24,D
3925,20171202:2259,10.4,24,D
3925,20171203:2259,12.7,24,D
3925,20171204:2259,12.4,24,D
3925,20171205:2259,12.3,24,D
3925,20171206:2259,11.9,24,D
3925,20171207:2259,13.5,24,D
3925,20171208:2259,13.1,24,D
3925,20171209:2259,2,24,D
3925,20171210:2259,9.2,24,D
3925,20171211:2259,10.1,24,D
3925,20171212:2259,5.9,24,D
3925,20171213:2259,3.1,24,D
3925,20171214:2259,10.6,24,D
3925,20171215:2259,9.1,24,D
3925,20171216:2259,13.1,24,D
3925,20171217:2259,6.8,24,D
3925,20171218:2259,10.3,24,D
3925,20171219:2259,0.1,24,D
3925,20171220:2259,13.1,24,D
3925,20171221:2259,3.2,24,D
3925,20171222:2259,7.7,24,D
3925,20171223:2259,8.6,24,D
3925,20171224:2259,7.9,24,D
3925,20171225:2259,10.1,24,D
3925,20171226:2259,9.9,24,D
3925,20171227:2259,13.2,24,D
3925,20171228:2259,11.3,24,D
3925,20171229:2259,13.6,24,D
3925,20171230:2259,7.8,24,D
3925,20171231:2259,0.2,24,D
3925,20180101:2259,7.5,24,D
3925,20180102:2259,4.5,24,D
3925,20180103:2259,10.4,24,D
3925,20180104:2259,4.2,24,D
3925,20180105:2259,0.1,24,D
3925,20180106:2259,12,24,D
3925,20180107:2259,6.8,24,D
3925,20180108:2259,8.2,24,D
3925,20180109:2259,0,24,D
3925,20180110:2259,0,24,D
3925,20180111:2259,0,24,D
3925,20180112:2259,2.8,24,D
3925,20180113:2259,7.1,24,D
3925,20180114:2259,11.4,24,D
3925,20180115:2259,7.1,24,D
3925,20180116:2259,4.8,24,D
3925,20180117:2259,0.2,24,D
3925,20180118:2259,9.4,24,D
3925,20180119:2259,7.6,24,D
3925,20180120:2259,7.8,24,D
3925,20180121:2259,8.8,24,D
3925,20180122:2259,4.7,24,D
3925,20180123:2259,10.1,24,D
3925,20180124:2259,8.8,24,D
3925,20180125:2259,6.8,24,D
3925,20180126:2259,11.9,24,D
3925,20180127:2259,9.7,24,D
3925,20180128:2259,12.4,24,D
3925,20180129:2259,12.3,24,D
3925,20180130:2259,10.4,24,D
3925,20180131:2259,1.6,24,D
3925,20180201:2259,2.1,24,D
3925,20180202:2259,4.4,24,D
3925,20180203:2259,11.3,24,D
3925,20180204:2259,2.5,24,D
3925,20180205:2259,5.6,24,D
3925,20180206:2259,7,24,D
3925,20180207:2259,11,24,D
3925,20180208:2259,11.9,24,D
3925,20180209:2259,12.1,24,D
3925,20180210:2259,7,24,D
3925,20180211:2259,0.2,24,D
3925,20180212:2259,11.1,24,D
3925,20180213:2259,1.9,24,D
3925,20180214:2259,4.9,24,D
3925,20180215:2259,4.3,24,D
3925,20180216:2259,10.2,24,D
3925,20180217:2259,3,24,D
3925,20180218:2259,8.7,24,D
3925,20180219:2259,5.4,24,D
3925,20180220:2259,0,24,D
3925,20180221:2259,2.7,24,D
3925,20180222:2259,9.7,24,D
3925,20180223:2259,7.4,24,D
3925,20180224:2259,6.9,24,D
3925,20180225:2259,4.4,24,D
3925,20180226:2259,8.4,24,D
3925,20180227:2259,1.3,24,D
3925,20180228:2259,0,24,D
3925,20180301:2259,4.6,24,D
3925,20180302:2259,0,24,D
3925,20180303:2259,1.7,24,D
3925,20180304:2259,4.3,24,D
3925,20180305:2259,3.8,24,D
3925,20180306:2259,3.2,24,D
3925,20180307:2259,9.5,24,D
3925,20180308:2259,11,24,D
3925,20180309:2259,10.8,24,D
3925,20180310:2259,10.7,24,D
3925,20180311:2259,10.9,24,D
3925,20180312:2259,5.9,24,D
3925,20180313:2259,3.9,24,D
3925,20180314:2259,1.9,24,D
3925,20180315:2259,3.4,24,D
3925,20180316:2259,5.1,24,D
3925,20180317:2259,7.6,24,D
3925,20180318:2259,7.3,24,D
3925,20180319:2259,1.9,24,D
3925,20180320:2259,5.6,24,D
3925,20180321:2259,0.6,24,D
3925,20180322:2259,1.5,24,D
3925,20180323:2259,0,24,D
3925,20180324:2259,5.5,24,D
3925,20180325:2259,2.5,24,D
3925,20180326:2259,6.6,24,D
3925,20180327:2259,1.6,24,D
3925,20180328:2259,8.8,24,D
3925,20180329:2259,5.7,24,D
3925,20180330:2259,5.6,24,D
3925,20180331:2259,1.7,24,D
3925,20180401:2359,2,24,D
3925,20180402:2359,0.2,24,D
3925,20180403:2359,3.4,24,D
3925,20180404:2359,8.1,24,D
3925,20180405:2359,9.2,24,D
3925,20180406:2359,4.8,24,D
3925,20180407:2359,7.1,24,D
3925,20180408:2359,3.1,24,D
3925,20180409:2359,0.8,24,D
3925,20180410:2359,0,24,D
3925,20180411:2359,8.8,24,D
3925,20180412:2359,0.3,24,D
3925,20180414:2359,1.5,24,D
3925,20180415:2359,2.3,24,D
3925,20180416:2359,3,24,D
3925,20180417:2359,4.1,24,D
3925,20180418:2359,4.9,24,D
3925,20180419:2359,1.5,24,D
3925,20180420:2359,0,24,D
3925,20180421:2359,0.9,24,D
3925,20180422:2359,5,24,D
3925,20180423:2359,5.5,24,D
3925,20180424:2359,2.8,24,D
3925,20180425:2359,4.1,24,D
3925,20180426:2359,8,24,D
3925,20180427:2359,0,24,D
3925,20180428:2359,0,24,D
3925,20180429:2359,0.6,24,D
3925,20180430:2359,0,24,D
3925,20180501:2359,7.3,24,D
3925,20180502:2359,5.6,24,D
3925,20180503:2359,2.3,24,D
3925,20180504:2359,4.3,24,D
3925,20180505:2359,0,24,D
3925,20180506:2359,3,24,D
3925,20180507:2359,1.8,24,D
3925,20180508:2359,1.6,24,D
3925,20180509:2359,6.3,24,D
3925,20180510:2359,0,24,D
3925,20180511:2359,0.6,24,D
3925,20180512:2359,5.8,24,D
3925,20180513:2359,0,24,D
3925,20180514:2359,6,24,D
3925,20180515:2359,1.2,24,D
3925,20180516:2359,0.7,24,D
3925,20180517:2359,1.8,24,D
3925,20180518:2359,0.2,24,D
3925,20180519:2359,2.2,24,D
3925,20180520:2359,1,24,D
3925,20180521:2359,2.2,24,D
3925,20180522:2359,0,24,D
3925,20180523:2359,2.5,24,D
3925,20180524:2359,1.3,24,D
3925,20180525:2359,6.7,24,D
3925,20180526:2359,1.9,24,D
3925,20180527:2359,6.6,24,D
3925,20180528:2359,7.3,24,D
3925,20180529:2359,5.6,24,D
3925,20180530:2359,0,24,D
3925,20180531:2359,3,24,D
3925,20180601:2359,6.6,24,D
3925,20180602:2359,5.2,24,D
3925,20180603:2359,1.7,24,D
3925,20180604:2359,0.7,24,D
3925,20180605:2359,2.7,24,D
3925,20180606:2359,6.3,24,D
3925,20180607:2359,5.2,24,D
3925,20180608:2359,5.6,24,D
3925,20180609:2359,3.2,24,D
3925,20180610:2359,0.6,24,D
3925,20180611:2359,1,24,D
3925,20180612:2359,0,24,D
3925,20180613:2359,7,24,D
3925,20180614:2359,0.4,24,D
3925,20180615:2359,0.8,24,D
3925,20180616:2359,0.6,24,D
3925,20180617:2359,3,24,D
3925,20180618:2359,0,24,D
3925,20180619:2359,7,24,D
3925,20180620:2359,7,24,D
3925,20180621:2359,6.1,24,D
3925,20180622:2359,0,24,D
3925,20180623:2359,1.3,24,D
3925,20180624:2359,0.1,24,D
3925,20180625:2359,0.6,24,D
3925,20180626:2359,7,24,D
3925,20180627:2359,6.6,24,D
3925,20180628:2359,3.9,24,D
3925,20180629:2359,0,24,D
3925,20180630:2359,2.9,24,D
3925,20180701:2359,0.2,24,D
3925,20180702:2359,4.7,24,D
3925,20180703:2359,3.2,24,D
3925,20180704:2359,4.4,24,D
3925,20180705:2359,0.9,24,D
3925,20180706:2359,0,24,D
3925,20180707:2359,0.8,24,D
3925,20180708:2359,0,24,D
3925,20180709:2359,0,24,D
3925,20180710:2359,0.8,24,D
3925,20180711:2359,1.6,24,D
3925,20180712:2359,4.1,24,D
3925,20180713:2359,3.8,24,D
3925,20180714:2359,3.6,24,D
3925,20180715:2359,0,24,D
3925,20180716:2359,0.4,24,D
3925,20180717:2359,6,24,D
3925,20180718:2359,1,24,D
3925,20180719:2359,1.3,24,D
3925,20180720:2359,2,24,D
3925,20180721:2359,0,24,D
3925,20180722:2359,0.3,24,D
3925,20180723:2359,1.4,24,D
3925,20180724:2359,0,24,D
3925,20180725:2359,4.2,24,D
3925,20180726:2359,1.7,24,D
3925,20180727:2359,1,24,D
3925,20180728:2359,0.7,24,D
3925,20180729:2359,2.7,24,D
3925,20180730:2359,6.3,24,D
3925,20180731:2359,0.7,24,D
3925,20180801:2359,2.5,24,D
3925,20180802:2359,0,24,D
3925,20180803:2359,4.5,24,D
3925,20180804:2359,4.1,24,D
3925,20180805:2359,4.5,24,D
3925,20180806:2359,2.6,24,D
3925,20180807:2359,1,24,D
3925,20180808:2359,0,24,D
3925,20180809:2359,4.6,24,D
3925,20180810:2359,8.6,24,D
3925,20180811:2359,8,24,D
3925,20180812:2359,3.5,24,D
3925,20180813:2359,2.1,24,D
3925,20180814:2359,0,24,D
3925,20180815:2359,6.3,24,D
3925,20180816:2359,0.3,24,D
3925,20180817:2359,2.6,24,D
3925,20180818:2359,9.2,24,D
3925,20180819:2359,6.1,24,D
3925,20180820:2359,0.2,24,D
3925,20180821:2359,0.3,24,D
3925,20180822:2359,5.2,24,D
3925,20180823:2359,5.7,24,D
3925,20180824:2359,6.6,24,D
3925,20180825:2359,3.4,24,D
3925,20180826:2359,3.9,24,D
3925,20180827:2359,2.5,24,D
3925,20180828:2359,5,24,D
3925,20180829:2359,0.6,24,D
3925,20180830:2359,7.1,24,D
3925,20180831:2359,4.9,24,D
3925,20180901:2359,5.8,24,D
3925,20180902:2359,1.2,24,D
3925,20180903:2359,0,24,D
3925,20180904:2359,7.7,24,D
3925,20180905:2359,10,24,D
3925,20180906:2359,9.4,24,D
3925,20180907:2359,10.2,24,D
3925,20180908:2359,10.2,24,D
3925,20180909:2359,8.8,24,D
3925,20180910:2359,8.2,24,D
3925,20180911:2359,8,24,D
3925,20180912:2359,9,24,D
3925,20180913:2359,2.3,24,D
3925,20180914:2359,5.8,24,D
3925,20180915:2359,7.7,24,D
3925,20180916:2359,0.9,24,D
3925,20180917:2359,0.3,24,D
3925,20180918:2359,8.3,24,D
3925,20180919:2359,6.8,24,D
3925,20180920:2359,7.6,24,D
3925,20180921:2359,1,24,D
3925,20180922:2359,10.7,24,D
3925,20180923:2359,4.9,24,D
3925,20180924:2359,1.8,24,D
3925,20180925:2359,7.2,24,D
3925,20180926:2359,3.1,24,D
3925,20180927:2359,2.5,24,D
3925,20180928:2359,5.3,24,D
3925,20180929:2359,5.5,24,D
3925,20180930:2259,1.9,24,D
3925,20181001:2259,3.9,24,D
3925,20181002:2259,6.3,24,D
3925,20181003:2259,7.8,24,D
3925,20181004:2259,2,24,D
3925,20181005:2259,3.4,24,D
3925,20181006:2259,5.5,24,D
3925,20181007:2259,9.4,24,D
3925,20181008:2259,6.5,24,D
3925,20181009:2259,5.3,24,D
3925,20181010:2259,2.8,24,D
3925,20181011:2259,0,24,D
3925,20181012:2259,0.3,24,D
3925,20181013:2259,11,24,D
3925,20181014:2259,11.2,24,D
3925,20181015:2259,10.6,24,D
3925,20181016:2259,3.5,24,D
3925,20181017:2259,1.6,24,D
3925,20181018:2259,6.7,24,D
3925,20181019:2259,2.6,24,D
3925,20181020:2259,2.9,24,D
3925,20181021:2259,8.8,24,D
3925,20181022:2259,8.5,24,D
3925,20181023:2259,7.2,24,D
3925,20181024:2259,1.4,24,D
3925,20181025:2259,1.4,24,D
3925,20181026:2259,1.5,24,D
3925,20181027:2259,5.6,24,D
3925,20181028:2259,4.7,24,D
3925,20181029:2259,0,24,D
3925,20181030:2259,0.7,24,D
3925,20181031:2259,9.5,24,D
3925,20181101:2259,8.8,24,D
3925,20181102:2259,6.1,24,D
3925,20181103:2259,0.4,24,D
3925,20181104:2259,2.8,24,D
3925,20181105:2259,7.1,24,D
3925,20181106:2259,4.3,24,D
3925,20181107:2259,4.8,24,D
3925,20181108:2259,0,24,D
3925,20181109:2259,1.1,24,D
3925,20181110:2259,2.8,24,D
3925,20181111:2259,12,24,D
3925,20181112:2259,12.4,24,D
3925,20181113:2259,11.4,24,D
3925,20181114:2259,8.6,24,D
3925,20181115:2259,12.4,24,D
3925,20181116:2259,3.6,24,D
3925,20181117:2259,6.4,24,D
3925,20181118:2259,4.9,24,D
3925,20181119:2259,9.3,24,D
3925,20181120:2259,5.3,24,D
3925,20181121:2259,9.2,24,D
3925,20181122:2259,8.2,24,D
3925,20181123:2259,7.7,24,D
3925,20181124:2259,1.6,24,D
3925,20181125:2259,5.8,24,D
3925,20181126:2259,0.1,24,D
3925,20181127:2259,6.1,24,D
3925,20181128:2259,3.4,24,D
3925,20181129:2259,10.4,24,D
3925,20181130:2259,10.5,24,D
3925,20181201:2259,0.8,24,D
3925,20181202:2259,8,24,D
3925,20181203:2259,6.1,24,D
3925,20181204:2259,3.7,24,D
3925,20181205:2259,0.3,24,D
3925,20181206:2259,9.3,24,D
3925,20181207:2259,11.4,24,D
3925,20181208:2259,13.3,24,D
3925,20181209:2259,9.8,24,D
3925,20181210:2259,9.7,24,D
3925,20181211:2259,0.2,24,D
3925,20181212:2259,5,24,D
3925,20181213:2259,4.8,24,D
3925,20181214:2259,3.5,24,D
3925,20181215:2259,10.7,24,D
3925,20181216:2259,12.4,24,D
3925,20181217:2259,12.7,24,D
3925,20181218:2259,3.4,24,D
3925,20181219:2259,2.7,24,D
3925,20181220:2259,0.3,24,D
3925,20181221:2259,1.5,24,D
3925,20181222:2259,5.6,24,D
3925,20181223:2259,11.9,24,D
3925,20181224:2259,13,24,D
3925,20181225:2259,5.5,24,D
3925,20181226:2259,12.3,24,D
3925,20181227:2259,12.5,24,D
3925,20181228:2259,13.5,24,D
3925,20181229:2259,1.9,24,D
3925,20181230:2259,0,24,D
3925,20181231:2259,4.5,24,D
3925,20190101:2259,5.3,24,D
3925,20190102:2259,2.2,24,D
3925,20190103:2259,8.6,24,D
3925,20190104:2259,9.9,24,D
3925,20190105:2259,12.2,24,D
3925,20190106:2259,7.4,24,D
3925,20190107:2259,10.3,24,D
3925,20190108:2259,13.2,24,D
3925,20190109:2259,7.3,24,D
3925,20190110:2259,6.1,24,D
3925,20190111:2259,10.2,24,D
3925,20190112:2259,13.2,24,D
3925,20190113:2259,3.9,24,D
3925,20190114:2259,7.7,24,D
3925,20190115:2259,12.7,24,D
3925,20190116:2259,12.8,24,D
3925,20190117:2259,11.2,24,D
3925,20190118:2259,9.9,24,D
3925,20190119:2259,2.4,24,D
3925,20190120:2259,6.9,24,D
3925,20190121:2259,2.8,24,D
3925,20190122:2259,2,24,D
3925,20190123:2259,2.3,24,D
3925,20190124:2259,11,24,D
3925,20190125:2259,6.1,24,D
3925,20190126:2259,9.9,24,D
3925,20190127:2259,4.2,24,D
3925,20190128:2259,8,24,D
3925,20190129:2259,11.6,24,D
3925,20190130:2259,10.8,24,D
3925,20190131:2259,10.4,24,D
3925,20190201:2259,3.3,24,D
3925,20190202:2259,12.4,24,D
3925,20190203:2259,12.4,24,D
3925,20190204:2259,11.1,24,D
3925,20190205:2259,1,24,D
3925,20190206:2259,6.1,24,D
3925,20190207:2259,6.5,24,D
3925,20190208:2259,7.2,24,D
3925,20190209:2259,4.1,24,D
3925,20190210:2259,9.6,24,D
3925,20190211:2259,10.8,24,D
3925,20190212:2259,4.4,24,D
3925,20190213:2259,8.5,24,D
3925,20190214:2259,8.9,24,D
3925,20190215:2259,10.4,24,D
3925,20190216:2259,8.6,24,D
3925,20190217:2259,7,24,D
3925,20190218:2259,8.9,24,D
3925,20190219:2259,6.6,24,D
3925,20190220:2259,0.5,24,D
3925,20190221:2259,3,24,D
3925,20190222:2259,5.4,24,D
3925,20190223:2259,10.4,24,D
3925,20190224:2259,3.4,24,D
3925,20190225:2259,11.2,24,D
3925,20190226:2259,10.9,24,D
3925,20190227:2259,2,24,D
3925,20190228:2259,11.1,24,D
3925,20190301:2259,11.1,24,D
3925,20190302:2259,11,24,D
3925,20190303:2259,11,24,D
3925,20190304:2259,5.7,24,D
3925,20190305:2259,0.7,24,D
3925,20190306:2259,0.2,24,D
3925,20190307:2259,3.1,24,D
3925,20190308:2259,3.9,24,D
3925,20190309:2259,7.8,24,D
3925,20190310:2259,6.3,24,D
3925,20190311:2259,0.5,24,D
3925,20190312:2259,1.5,24,D
3925,20190313:2259,1.3,24,D
3925,20190314:2259,2.5,24,D
3925,20190315:2259,0.5,24,D
3925,20190316:2259,0.6,24,D
3925,20190317:2259,6.3,24,D
3925,20190318:2259,6.7,24,D
3925,20190319:2259,5.3,24,D
3925,20190320:2259,7,24,D
3925,20190321:2259,5.6,24,D
3925,20190322:2259,4.5,24,D
3925,20190323:2259,6,24,D
3925,20190324:2259,8.1,24,D
3925,20190325:2259,1.1,24,D
3925,20190326:2259,0.1,24,D
3925,20190327:2259,2.4,24,D
3925,20190328:2259,10.4,24,D
3925,20190329:2259,8.3,24,D
3925,20190330:2259,8.9,24,D
3925,20190331:2259,8.3,24,D
3925,20190401:2259,2,24,D
3925,20190402:2259,10.3,24,D
3925,20190403:2259,10.3,24,D
3925,20190404:2259,5.6,24,D
3925,20190405:2259,1.7,24,D
3925,20190406:2259,10.1,24,D
3925,20190407:2359,8.6,24,D
3925,20190408:2359,10,24,D
3925,20190409:2359,6.9,24,D
3925,20190410:2359,4.8,24,D
3925,20190411:2359,0.2,24,D
3925,20190412:2359,7.6,24,D
3925,20190413:2359,9.7,24,D
3925,20190414:2359,7.7,24,D
3925,20190415:2359,8.1,24,D
3925,20190416:2359,9.7,24,D
3925,20190417:2359,8.7,24,D
3925,20190418:2359,5.1,24,D
3925,20190419:2359,6.2,24,D
3925,20190420:2359,0.4,24,D
3925,20190421:2359,3.9,24,D
3925,20190422:2359,5.8,24,D
3925,20190423:2359,7.7,24,D
3925,20190424:2359,4.2,24,D
3925,20190425:2359,3.5,24,D
3925,20190426:2359,5.6,24,D
3925,20190427:2359,0,24,D
3925,20190428:2359,5,24,D
3925,20190429:2359,3.1,24,D
3925,20190430:2359,9.1,24,D
3925,20190501:2359,5.6,24,D
3925,20190502:2359,0,24,D
3925,20190503:2359,3.8,24,D
3925,20190504:2359,2,24,D
3925,20190505:2359,4.5,24,D
3925,20190506:2359,5.2,24,D
3925,20190507:2359,5.8,24,D
3925,20190508:2359,0.1,24,D
3925,20190509:2359,0,24,D
3925,20190510:2359,5.5,24,D
3925,20190511:2359,1.8,24,D
3925,20190512:2359,0,24,D
3925,20190513:2359,2.7,24,D
3925,20190514:2359,2,24,D
3925,20190515:2359,1,24,D
3925,20190516:2359,0,24,D
3925,20190517:2359,7.3,24,D
3925,20190518:2359,0.3,24,D
3925,20190519:2359,1.4,24,D
3925,20190520:2359,4.4,24,D
3925,20190521:2359,5.3,24,D
3925,20190522:2359,3,24,D
3925,20190523:2359,4.7,24,D
3925,20190524:2359,4.9,24,D
3925,20190525:2359,1.6,24,D
3925,20190526:2359,2.4,24,D
3925,20190527:2359,1.1,24,D
3925,20190528:2359,0,24,D
3925,20190529:2359,0,24,D
3925,20190530:2359,0,24,D
3925,20190531:2359,0.2,24,D
3925,20190601:2359,0.5,24,D
3925,20190602:2359,7.2,24,D
3925,20190603:2359,2,24,D
3925,20190604:2359,0,24,D
3925,20190605:2359,1.4,24,D
3925,20190606:2359,0.2,24,D
3925,20190607:2359,6.6,24,D
3925,20190608:2359,1.6,24,D
3925,20190609:2359,5.7,24,D
3925,20190610:2359,2,24,D
3925,20190611:2359,0,24,D
3925,20190613:2359,2.5,24,D
3925,20190614:2359,2.9,24,D
3925,20190615:2359,1.1,24,D
3925,20190616:2359,1.2,24,D
3925,20190617:2359,1.4,24,D
3925,20190618:2359,3.3,24,D
3925,20190619:2359,3.2,24,D
3925,20190620:2359,1.3,24,D
3925,20190621:2359,4.1,24,D
3925,20190622:2359,6.1,24,D
3925,20190623:2359,0,24,D
3925,20190624:2359,2.9,24,D
3925,20190625:2359,1.7,24,D
3925,20190626:2359,2.5,24,D
3925,20190627:2359,3.6,24,D
3925,20190628:2359,7,24,D
3925,20190629:2359,0.1,24,D
3925,20190630:2359,1.8,24,D
3925,20190701:2359,0.9,24,D
3925,20190702:2359,0,24,D
3925,20190703:2359,0.6,24,D
3925,20190704:2359,6.4,24,D
3925,20190705:2359,7.2,24,D
3925,20190706:2359,7.2,24,D
3925,20190707:2359,3.7,24,D
3925,20190708:2359,0.4,24,D
3925,20190709:2359,1.8,24,D
3925,20190710:2359,0.6,24,D
3925,20190711:2359,5.4,24,D
3925,20190712:2359,0,24,D
3925,20190713:2359,3.9,24,D
3925,20190714:2359,0,24,D
3925,20190715:2359,4.2,24,D
3925,20190716:2359,1.6,24,D
3925,20190717:2359,1,24,D
3925,20190718:2359,4.1,24,D
3925,20190719:2359,0,24,D
3925,20190720:2359,3.6,24,D
3925,20190721:2359,2,24,D
3925,20190722:2359,3.5,24,D
3925,20190723:2359,4.6,24,D
3925,20190724:2359,0.8,24,D
3925,20190725:2359,4.5,24,D
3925,20190726:2359,2.8,24,D
3925,20190727:2359,5,24,D
3925,20190728:2359,0,24,D
3925,20190729:2359,6.2,24,D
3925,20190730:2359,2.8,24,D
3925,20190731:2359,4.8,24,D
3925,20190801:2359,6.7,24,D
3925,20190802:2359,0.5,24,D
3925,20190803:2359,1,24,D
3925,20190804:2359,1.2,24,D
3925,20190805:2359,3,24,D
3925,20190806:2359,1.4,24,D
3925,20190807:2359,0.9,24,D
3925,20190808:2359,4,24,D
3925,20190809:2359,5.7,24,D
3925,20190810:2359,0,24,D
3925,20190811:2359,0.5,24,D
3925,20190812:2359,3.3,24,D
3925,20190813:2359,3.2,24,D
3925,20190814:2359,4.2,24,D
3925,20190815:2359,4.4,24,D
3925,20190816:2359,1.5,24,D
3925,20190817:2359,3.4,24,D
3925,20190818:2359,9.3,24,D
3925,20190819:2359,8.7,24,D
3925,20190820:2359,3.3,24,D
3925,20190821:2359,7.1,24,D
3925,20190822:2359,4.2,24,D
3925,20190823:2359,6.3,24,D
3925,20190824:2359,5.4,24,D
3925,20190825:2359,1.3,24,D
3925,20190826:2359,1,24,D
3925,20190827:2359,5.5,24,D
3925,20190828:2359,3.4,24,D
3925,20190829:2359,3.7,24,D
3925,20190830:2359,7.7,24,D
3925,20190831:2359,8.5,24,D
3925,20190901:2359,6.2,24,D
3925,20190902:2359,7.2,24,D
3925,20190903:2359,6.5,24,D
3925,20190904:2359,0,24,D
3925,20190905:2359,0.1,24,D
3925,20190906:2359,1.7,24,D
3925,20190907:2359,10.2,24,D
3925,20190908:2359,3.3,24,D
3925,20190909:2359,9.8,24,D
3925,20190910:2359,10.3,24,D
3925,20190911:2359,6.3,24,D
3925,20190912:2359,2.6,24,D
3925,20190913:2359,0.7,24,D
3925,20190914:2359,0,24,D
3925,20190915:2359,5.7,24,D
3925,20190916:2359,0.5,24,D
3925,20190917:2359,5.8,24,D
3925,20190918:2359,8.8,24,D
3925,20190919:2359,10.1,24,D
3925,20190920:2359,8.9,24,D
3925,20190921:2359,9.8,24,D
3925,20190922:2359,2.5,24,D
3925,20190923:2359,1.1,24,D
3925,20190924:2359,8.1,24,D
3925,20190925:2359,1.4,24,D
3925,20190926:2359,1.2,24,D
3925,20190927:2359,2.5,24,D
3925,20190928:2359,1.4,24,D
3925,20190929:2259,2.3,24,D
3925,20190930:2259,1.3,24,D
3925,20191001:2259,6.7,24,D
3925,20191002:2259,3.9,24,D
3925,20191003:2259,6.5,24,D
3925,20191004:2259,5.8,24,D
3925,20191005:2259,3.2,24,D
3925,20191006:2259,9.6,24,D
3925,20191007:2259,8.7,24,D
3925,20191008:2259,0.7,24,D
3925,20191009:2259,2.9,24,D
3925,20191010:2259,0,24,D
3925,20191011:2259,4,24,D
3925,20191012:2259,8.1,24,D
3925,20191013:2259,9.6,24,D
3925,20191014:2259,5.5,24,D
3925,20191015:2259,8.5,24,D
3925,20191016:2259,11.2,24,D
3925,20191017:2259,2.5,24,D
3925,20191018:2259,0,24,D
3925,20191019:2259,9.6,24,D
3925,20191020:2259,7.9,24,D
3925,20191021:2259,3.4,24,D
3925,20191022:2259,1.1,24,D
3925,20191023:2259,10.9,24,D
3925,20191024:2259,5.1,24,D
3925,20191025:2259,2.1,24,D
3925,20191026:2259,9.4,24,D
3925,20191027:2259,3,24,D
3925,20191028:2259,6.6,24,D
